gene,case_idx,original_count,augmented_count,num_nodes,num_edges,avg_degree
KIDINS220,9,5,38,38,84,2.210526315789474
KIDINS220,10,18,81,81,178,2.197530864197531
KIDINS220,11,7,39,39,88,2.2564102564102564
KIDINS220,12,10,61,61,134,2.19672131147541
KIDINS220,13,14,79,79,182,2.3037974683544302
KIDINS220,14,5,34,34,76,2.235294117647059
KIF11,0,11,73,73,156,2.136986301369863
KIF11,1,6,40,40,88,2.2
KIF11,2,6,44,44,96,2.1818181818181817
KIF11,3,7,44,44,96,2.1818181818181817
KIF11,4,6,44,44,96,2.1818181818181817
KIF11,5,5,39,39,86,2.2051282051282053
KIF11,6,4,36,36,80,2.2222222222222223
KIF11,7,7,47,47,104,2.2127659574468086
KIF11,8,6,48,48,106,2.2083333333333335
KIF11,9,5,36,36,76,2.111111111111111
KIF11,10,5,39,39,86,2.2051282051282053
KIF11,11,6,44,44,96,2.1818181818181817
KIF11,12,5,35,35,74,2.1142857142857143
KIF11,13,5,35,35,74,2.1142857142857143
KIF1A,0,14,60,60,130,2.1666666666666665
KIF1A,1,10,63,63,148,2.3492063492063493
KIF1A,2,12,66,66,144,2.1818181818181817
KIF1A,3,11,46,46,96,2.0869565217391304
KIF1A,4,11,66,66,142,2.1515151515151514
KIF1A,5,14,68,68,154,2.264705882352941
KIF1A,6,19,89,89,200,2.247191011235955
KIF1A,7,15,73,73,154,2.1095890410958904
KIF1B,0,8,39,39,88,2.2564102564102564
KIF20A,0,18,73,73,158,2.164383561643836
KIF21A,0,2,17,17,34,2.0
KIF21A,1,1,13,13,26,2.0
KIF21A,2,4,26,26,54,2.076923076923077
KIF21A,3,4,24,24,48,2.0
KIF21A,4,3,22,22,44,2.0
KIF21A,5,4,23,23,46,2.0
KIF21A,6,4,24,24,48,2.0
KIF21A,7,3,22,22,44,2.0
KIF21A,8,3,22,22,44,2.0
KIF21A,9,4,25,25,50,2.0
KIF21A,10,6,28,28,56,2.0
KIF21A,11,4,26,26,54,2.076923076923077
KIF21A,12,4,25,25,50,2.0
KIF21A,13,4,25,25,50,2.0
KIF21A,14,3,22,22,44,2.0
KIF21A,15,4,25,25,50,2.0
KIF21A,16,2,17,17,34,2.0
KIF21A,17,3,22,22,44,2.0
KIF21A,18,4,26,26,54,2.076923076923077
KIF21A,19,2,17,17,34,2.0
KIF21A,20,4,24,24,48,2.0
KIF21A,21,3,22,22,44,2.0
KIF21A,22,2,17,17,34,2.0
KIF21A,23,3,22,22,44,2.0
KIF21A,24,4,25,25,50,2.0
KIF21A,25,4,25,25,50,2.0
KIF21A,26,4,25,25,50,2.0
KIF21A,27,4,25,25,50,2.0
KIF21A,28,3,22,22,44,2.0
KIF21A,29,3,22,22,44,2.0
KIF21A,30,5,27,27,54,2.0
KIF21A,31,3,20,20,40,2.0
KIF21A,32,3,20,20,40,2.0
KIF26A,0,2,14,14,26,1.8571428571428572
KIF26A,1,5,23,23,46,2.0
KIF26A,2,2,15,15,32,2.1333333333333333
KIF26A,3,3,27,27,58,2.1481481481481484
KIF26A,4,5,39,39,90,2.3076923076923075
KIF26A,5,6,27,27,56,2.074074074074074
KIF26A,6,2,10,10,18,1.8
KIF4A,0,3,28,28,62,2.2142857142857144
KIF4A,1,8,36,36,72,2.0
KIF4A,2,3,19,19,40,2.1052631578947367
KIF4A,3,5,28,28,58,2.0714285714285716
KIF4A,4,5,37,37,78,2.108108108108108
KIF4A,5,1,9,9,18,2.0
KIF4A,6,6,36,36,72,2.0
KIF4A,7,15,92,92,210,2.282608695652174
KIF4A,8,4,18,18,40,2.2222222222222223
KIF4A,9,6,41,41,90,2.1951219512195124
KIF5A,0,4,22,22,46,2.090909090909091
KIF5A,1,2,18,18,38,2.111111111111111
KIF5C,0,5,36,36,78,2.1666666666666665
KIF5C,1,3,27,27,60,2.2222222222222223
KIF5C,2,3,28,28,62,2.2142857142857144
KIF5C,3,2,17,17,34,2.0
KIF5C,4,4,31,31,68,2.193548387096774
KIFBP,0,4,40,40,92,2.3
KIFBP,1,4,43,43,98,2.2790697674418605
KIFBP,2,4,43,43,100,2.3255813953488373
KIFBP,3,3,36,36,82,2.2777777777777777
KIFBP,4,3,36,36,82,2.2777777777777777
KIFBP,5,2,24,24,54,2.25
KIFBP,6,4,42,42,96,2.2857142857142856
KIFBP,7,5,45,45,106,2.3555555555555556
KIFBP,8,3,36,36,82,2.2777777777777777
KIFBP,9,4,43,43,100,2.3255813953488373
KIRREL3,0,1,7,7,14,2.0
KIRREL3,1,1,9,9,16,1.7777777777777777
KIRREL3,2,1,7,7,14,2.0
KIRREL3,3,1,7,7,14,2.0
KIRREL3,4,2,11,11,22,2.0
KIRREL3,5,2,11,11,22,2.0
KIRREL3,6,1,9,9,16,1.7777777777777777
KIRREL3,7,1,7,7,14,2.0
KIRREL3,8,2,24,24,54,2.25
KIRREL3,9,2,24,24,54,2.25
KIRREL3,10,1,7,7,14,2.0
KIRREL3,11,1,7,7,14,2.0
KIRREL3,12,5,28,28,62,2.2142857142857144
KIT,0,2,18,18,40,2.2222222222222223
KIT,1,2,11,11,24,2.1818181818181817
KIT,2,2,14,14,30,2.142857142857143
KIT,3,2,15,15,36,2.4
KIT,4,1,9,9,20,2.2222222222222223
KIT,5,3,28,28,68,2.4285714285714284
KIT,6,1,9,9,20,2.2222222222222223
KIT,7,3,20,20,46,2.3
KIT,8,1,9,9,20,2.2222222222222223
KIT,9,1,9,9,20,2.2222222222222223
KITLG,0,2,11,11,22,2.0
KITLG,1,2,10,10,20,2.0
KLF13,0,1,13,13,28,2.1538461538461537
KLF13,1,1,9,9,16,1.7777777777777777
KLF13,2,3,19,19,40,2.1052631578947367
KLF13,3,2,19,19,44,2.3157894736842106
KLHL24,0,2,10,10,18,1.8
KLHL24,1,4,23,23,46,2.0
KLHL24,2,7,30,30,60,2.0
KLHL40,0,3,21,21,46,2.1904761904761907
KLHL40,1,5,34,34,76,2.235294117647059
KLHL40,2,12,68,68,160,2.3529411764705883
KLHL40,3,13,67,67,158,2.3582089552238807
KLHL40,4,8,49,49,114,2.326530612244898
KLHL40,5,6,37,37,84,2.27027027027027
KLHL40,6,6,46,46,108,2.347826086956522
KLHL40,7,7,48,48,112,2.3333333333333335
KLHL40,8,12,61,61,130,2.1311475409836067
KLHL40,9,7,47,47,110,2.3404255319148937
KLHL40,10,5,33,33,76,2.303030303030303
KLHL40,11,11,45,45,88,1.9555555555555555
KLHL40,12,4,30,30,70,2.3333333333333335
KLHL40,13,7,43,43,98,2.2790697674418605
KLHL40,14,8,47,47,106,2.25531914893617
KLK1,0,1,12,12,26,2.1666666666666665
KLK1,1,1,12,12,26,2.1666666666666665
KLK1,2,1,12,12,26,2.1666666666666665
KLK1,3,1,12,12,26,2.1666666666666665
KLK1,4,1,12,12,26,2.1666666666666665
KLK1,5,1,12,12,26,2.1666666666666665
KLK1,6,1,12,12,26,2.1666666666666665
KLK1,7,1,12,12,26,2.1666666666666665
KLK1,8,1,12,12,26,2.1666666666666665
KLKB1,0,2,13,13,26,2.0
KLKB1,1,2,10,10,18,1.8
KLKB1,2,1,5,5,8,1.6
KLKB1,3,2,10,10,20,2.0
KLKB1,4,2,8,8,14,1.75
KLKB1,5,1,5,5,8,1.6
KLKB1,6,1,5,5,8,1.6
KLKB1,7,2,11,11,22,2.0
KLKB1,8,2,24,24,56,2.3333333333333335
KLKB1,9,1,5,5,8,1.6
KLKB1,10,2,8,8,14,1.75
KMT2A,1,9,61,61,142,2.3278688524590163
KMT2A,2,13,78,78,176,2.2564102564102564
KMT2A,3,10,69,69,154,2.2318840579710146
KMT2A,4,9,51,51,112,2.196078431372549
KMT2A,5,9,48,48,102,2.125
KMT2A,7,2,17,17,34,2.0
KMT2B,0,6,45,45,112,2.488888888888889
KMT2B,1,6,30,30,66,2.2
KMT2B,2,3,13,13,28,2.1538461538461537
KMT2B,3,9,58,58,130,2.2413793103448274
KMT2B,4,7,40,40,86,2.15
KMT2B,5,5,31,31,66,2.129032258064516
KMT2B,6,4,40,40,90,2.25
KMT2B,7,6,38,38,84,2.210526315789474
KMT2B,8,6,50,50,122,2.44
KMT2B,9,8,45,45,100,2.2222222222222223
KMT2C,0,1,8,8,16,2.0
KMT2C,1,1,8,8,14,1.75
KMT2C,2,1,8,8,14,1.75
KMT2C,3,1,8,8,14,1.75
KMT2E,0,15,61,61,134,2.19672131147541
KMT2E,1,2,11,11,20,1.8181818181818181
KMT2E,2,14,70,70,152,2.1714285714285713
KMT2E,3,2,9,9,18,2.0
KMT2E,4,2,11,11,20,1.8181818181818181
KMT2E,5,2,7,7,12,1.7142857142857142
KMT2E,6,3,18,18,38,2.111111111111111
KMT2E,7,4,27,27,60,2.2222222222222223
KMT2E,8,7,32,32,70,2.1875
KMT2E,9,3,10,10,20,2.0
KMT5B,0,4,21,21,40,1.9047619047619047
KMT5B,1,5,41,41,98,2.3902439024390243
KMT5B,2,8,36,36,74,2.0555555555555554
KMT5B,3,6,45,45,102,2.2666666666666666
KNG1,0,1,5,5,8,1.6
KNG1,1,1,5,5,8,1.6
KNG1,2,1,5,5,8,1.6
KNG1,3,1,5,5,8,1.6
KNG1,4,1,5,5,8,1.6
KNG1,5,1,5,5,8,1.6
KYNU,0,19,105,105,250,2.380952380952381
KYNU,1,20,113,113,274,2.424778761061947
KYNU,2,17,101,101,234,2.3168316831683167
KYNU,3,11,63,63,142,2.253968253968254
KYNU,4,9,59,59,130,2.2033898305084745
KYNU,5,13,72,72,182,2.5277777777777777
KYNU,6,2,17,17,34,2.0
KYNU,7,15,100,100,234,2.34
KYNU,8,25,127,127,300,2.3622047244094486
KYNU,9,29,160,160,378,2.3625
KYNU,10,10,72,72,162,2.25
L1CAM,0,3,32,32,74,2.3125
L1CAM,1,1,9,9,18,2.0
L1CAM,2,1,9,9,18,2.0
L1CAM,3,2,22,22,50,2.272727272727273
L1CAM,4,1,9,9,18,2.0
L1CAM,5,1,9,9,18,2.0
L1CAM,6,1,9,9,18,2.0
L1CAM,7,2,22,22,50,2.272727272727273
L1CAM,8,3,27,27,60,2.2222222222222223
L1CAM,9,2,22,22,50,2.272727272727273
L1CAM,10,6,52,52,120,2.3076923076923075
L1CAM,11,4,37,37,86,2.324324324324324
L1CAM,12,1,9,9,18,2.0
L1CAM,13,5,45,45,102,2.2666666666666666
L1CAM,14,1,9,9,18,2.0
L1CAM,15,2,22,22,50,2.272727272727273
L1CAM,16,6,47,47,106,2.25531914893617
L1CAM,17,1,9,9,18,2.0
L2HGDH,0,4,30,30,64,2.1333333333333333
L2HGDH,1,2,23,23,48,2.0869565217391304
L2HGDH,2,5,33,33,70,2.121212121212121
L2HGDH,3,6,44,44,96,2.1818181818181817
L2HGDH,4,5,25,25,48,1.92
L2HGDH,5,5,31,31,66,2.129032258064516
LAMA2,0,8,60,60,136,2.2666666666666666
LAMA2,1,1,9,9,16,1.7777777777777777
LAMA2,2,15,59,59,130,2.2033898305084745
LAMA2,3,9,60,60,132,2.2
LAMA2,4,8,62,62,136,2.193548387096774
LAMA2,5,4,18,18,34,1.8888888888888888
LAMA2,6,1,9,9,16,1.7777777777777777
LAMA2,7,7,47,47,98,2.0851063829787235
LAMA2,8,7,34,34,66,1.9411764705882353
LAMC3,0,1,8,8,16,2.0
LAMC3,1,1,7,7,14,2.0
LAMP2,0,3,15,15,28,1.8666666666666667
LAMP2,1,1,8,8,14,1.75
LAMP2,2,1,8,8,14,1.75
LAMP2,3,1,8,8,14,1.75
LAMP2,4,2,14,14,26,1.8571428571428572
LAMP2,5,4,19,19,38,2.0
LAMP2,6,4,19,19,38,2.0
LAMP2,7,4,19,19,38,2.0
LAMP2,8,4,19,19,38,2.0
LAMP2,9,2,13,13,24,1.8461538461538463
LAMP2,10,4,19,19,38,2.0
LAMP2,11,3,14,14,26,1.8571428571428572
LAMP2,12,4,23,23,46,2.0
LAMP2,13,4,19,19,38,2.0
LARGE1,0,8,44,44,94,2.1363636363636362
LARGE1,1,12,50,50,106,2.12
LARGE1,2,9,43,43,94,2.186046511627907
LARGE1,3,7,43,43,92,2.13953488372093
LARGE1,4,3,22,22,48,2.1818181818181817
LARGE1,5,4,18,18,34,1.8888888888888888
LARGE1,6,4,24,24,48,2.0
LAS1L,0,7,53,53,124,2.339622641509434
LAS1L,1,4,24,24,54,2.25
LAS1L,2,1,9,9,16,1.7777777777777777
LAS1L,3,6,55,55,136,2.4727272727272727
LAS1L,4,1,7,7,14,2.0
LAT,0,10,62,62,150,2.4193548387096775
LAT,1,3,22,22,48,2.1818181818181817
LBR,0,9,71,71,178,2.507042253521127
LBR,1,10,67,67,162,2.417910447761194
LBR,2,12,80,80,206,2.575
LBR,3,9,71,71,178,2.507042253521127
LBR,4,6,28,28,58,2.0714285714285716
LBR,5,6,37,37,80,2.1621621621621623
LBR,6,8,49,49,126,2.5714285714285716
LBR,7,14,78,78,188,2.41025641025641
LBR,8,13,102,102,268,2.627450980392157
LBR,9,5,34,34,74,2.176470588235294
LBR,10,11,70,70,174,2.4857142857142858
LBR,11,10,69,69,176,2.550724637681159
LBR,12,4,26,26,58,2.230769230769231
LBR,13,9,54,54,136,2.5185185185185186
LCA5,0,2,10,10,18,1.8
LCA5,1,3,15,15,30,2.0
LCA5,2,1,7,7,12,1.7142857142857142
LCA5,3,4,18,18,34,1.8888888888888888
LCK,0,5,42,42,98,2.3333333333333335
LCK,1,1,19,19,48,2.526315789473684
LCK,2,1,5,5,8,1.6
LCP2,0,13,80,80,192,2.4
LCP2,1,13,74,74,182,2.4594594594594597
LCP2,2,9,65,65,168,2.5846153846153848
LDB3,0,2,12,12,22,1.8333333333333333
LDB3,1,5,20,20,40,2.0
LDB3,2,1,9,9,16,1.7777777777777777
LDB3,3,3,15,15,30,2.0
LDB3,4,1,8,8,14,1.75
LDB3,5,2,15,15,28,1.8666666666666667
LDB3,6,1,9,9,16,1.7777777777777777
LDB3,7,1,8,8,14,1.75
LDB3,8,1,8,8,14,1.75
LDB3,9,6,25,25,48,1.92
LDLR,0,1,8,8,14,1.75
LDLR,1,1,8,8,14,1.75
LDLR,2,1,8,8,14,1.75
LDLR,3,1,8,8,14,1.75
LDLR,4,1,8,8,14,1.75
LDLR,5,1,8,8,14,1.75
LDLR,6,1,8,8,14,1.75
LDLR,7,1,8,8,14,1.75
LDLR,8,1,8,8,14,1.75
LDLR,9,2,23,23,48,2.0869565217391304
LDLR,10,2,23,23,48,2.0869565217391304
LDLRAP1,0,1,7,7,12,1.7142857142857142
LDLRAP1,1,3,24,24,52,2.1666666666666665
LDLRAP1,2,3,24,24,52,2.1666666666666665
LDLRAP1,3,1,7,7,12,1.7142857142857142
LDLRAP1,4,1,8,8,14,1.75
LDLRAP1,5,4,28,28,60,2.142857142857143
LDLRAP1,6,3,24,24,52,2.1666666666666665
LDLRAP1,7,3,24,24,52,2.1666666666666665
LDLRAP1,8,4,28,28,60,2.142857142857143
LGI1,0,1,6,6,10,1.6666666666666667
LHFPL5,0,1,10,10,20,2.0
LHFPL5,1,1,10,10,20,2.0
LHFPL5,2,1,10,10,22,2.2
LHFPL5,3,1,10,10,20,2.0
LHFPL5,4,4,34,34,76,2.235294117647059
LHFPL5,5,1,10,10,20,2.0
LHFPL5,6,1,10,10,20,2.0
LHFPL5,7,1,10,10,20,2.0
LHFPL5,8,1,10,10,20,2.0
LIAS,0,5,32,32,70,2.1875
LIFR,0,10,53,53,116,2.188679245283019
LIFR,1,10,53,53,116,2.188679245283019
LIFR,2,5,29,29,64,2.206896551724138
LIFR,3,5,29,29,64,2.206896551724138
LIFR,4,5,29,29,64,2.206896551724138
LIFR,5,5,29,29,64,2.206896551724138
LIFR,6,5,29,29,64,2.206896551724138
LIFR,7,10,53,53,116,2.188679245283019
LIFR,8,11,78,78,180,2.3076923076923075
LIFR,9,34,144,144,320,2.2222222222222223
LIFR,10,5,29,29,64,2.206896551724138
LIFR,11,10,53,53,116,2.188679245283019
LIFR,12,5,29,29,64,2.206896551724138
LIFR,13,10,53,53,116,2.188679245283019
LIFR,14,5,29,29,64,2.206896551724138
LIFR,15,20,111,111,256,2.3063063063063063
LIFR,16,5,29,29,64,2.206896551724138
LIFR,17,5,29,29,64,2.206896551724138
LIFR,18,5,29,29,64,2.206896551724138
LIFR,19,10,53,53,116,2.188679245283019
LIFR,20,5,29,29,64,2.206896551724138
LIFR,21,10,53,53,116,2.188679245283019
LIG4,0,11,62,62,146,2.3548387096774195
LIG4,1,8,46,46,100,2.1739130434782608
LIG4,2,5,27,27,58,2.1481481481481484
LIG4,3,10,79,79,198,2.5063291139240507
LIG4,4,7,55,55,126,2.290909090909091
LIG4,5,11,61,61,140,2.2950819672131146
LIG4,6,7,55,55,122,2.2181818181818183
LIG4,7,8,52,52,114,2.1923076923076925
LIMS2,0,9,54,54,120,2.2222222222222223
LIMS2,1,1,6,6,10,1.6666666666666667
LINS1,0,2,13,13,24,1.8461538461538463
LINS1,1,4,28,28,58,2.0714285714285716
LINS1,2,1,7,7,14,2.0
LINS1,3,7,25,25,52,2.08
LINS1,4,6,25,25,48,1.92
LINS1,5,4,18,18,36,2.0
LINS1,6,5,19,19,38,2.0
LIPA,0,8,52,52,120,2.3076923076923075
LIPA,1,4,20,20,42,2.1
LIPA,2,3,16,16,32,2.0
LIPA,3,4,41,41,98,2.3902439024390243
LIPA,4,6,33,33,76,2.303030303030303
LIPA,5,7,36,36,82,2.2777777777777777
LIPA,6,6,35,35,82,2.342857142857143
LIPT1,0,7,30,30,58,1.9333333333333333
LIPT1,1,1,6,6,10,1.6666666666666667
LIPT1,2,6,27,27,56,2.074074074074074
LITAF,0,12,53,53,118,2.2264150943396226
LITAF,1,3,25,25,56,2.24
LITAF,2,1,13,13,28,2.1538461538461537
LITAF,3,4,22,22,46,2.090909090909091
LITAF,4,7,39,39,90,2.3076923076923075
LITAF,5,1,7,7,12,1.7142857142857142
LITAF,6,5,21,21,42,2.0
LITAF,7,4,23,23,48,2.0869565217391304
LITAF,8,5,21,21,40,1.9047619047619047
LITAF,9,5,22,22,44,2.0
LITAF,10,7,39,39,88,2.2564102564102564
LITAF,11,1,13,13,28,2.1538461538461537
LITAF,12,1,8,8,16,2.0
LITAF,13,5,28,28,56,2.0
LITAF,14,3,10,10,18,1.8
LITAF,15,5,21,21,42,2.0
LITAF,16,1,13,13,28,2.1538461538461537
LITAF,17,4,21,21,46,2.1904761904761907
LITAF,18,1,11,11,24,2.1818181818181817
LITAF,19,4,27,27,58,2.1481481481481484
LITAF,20,5,21,21,40,1.9047619047619047
LITAF,21,5,25,25,54,2.16
LITAF,22,6,28,28,58,2.0714285714285716
LITAF,23,1,13,13,28,2.1538461538461537
LITAF,24,5,22,22,44,2.0
LMAN1,0,2,11,11,20,1.8181818181818181
LMAN1,1,2,11,11,20,1.8181818181818181
LMAN1,2,2,11,11,20,1.8181818181818181
LMAN1,3,2,11,11,20,1.8181818181818181
LMAN1,4,2,11,11,20,1.8181818181818181
LMAN1,5,2,11,11,20,1.8181818181818181
LMAN1,6,2,11,11,20,1.8181818181818181
LMAN1,7,2,11,11,20,1.8181818181818181
LMAN1,8,2,11,11,20,1.8181818181818181
LMAN1,9,7,29,29,60,2.0689655172413794
LMAN1,10,2,11,11,20,1.8181818181818181
LMAN1,11,2,11,11,20,1.8181818181818181
LMAN1,12,2,11,11,20,1.8181818181818181
LMBRD1,0,12,72,72,166,2.3055555555555554
LMBRD1,1,7,46,46,100,2.1739130434782608
LMBRD1,2,6,47,47,104,2.2127659574468086
LMBRD1,3,8,59,59,128,2.169491525423729
LMBRD1,4,9,59,59,128,2.169491525423729
LMNA,0,5,31,31,66,2.129032258064516
LMNA,1,6,38,38,82,2.1578947368421053
LMNA,2,5,31,31,66,2.129032258064516
LMNA,3,6,37,37,78,2.108108108108108
LMNA,4,5,31,31,66,2.129032258064516
LMNA,5,5,31,31,66,2.129032258064516
LMOD3,0,6,25,25,50,2.0
LMOD3,1,11,49,49,104,2.122448979591837
LMOD3,2,7,48,48,110,2.2916666666666665
LMOD3,3,9,47,47,102,2.1702127659574466
LMOD3,4,9,40,40,86,2.15
LMOD3,5,10,44,44,94,2.1363636363636362
LMOD3,6,9,37,37,74,2.0
LMOD3,7,10,54,54,122,2.259259259259259
LMOD3,8,7,35,35,76,2.1714285714285713
LMOD3,9,12,62,62,138,2.225806451612903
LMOD3,10,12,64,64,142,2.21875
LMOD3,11,5,20,20,40,2.0
LMOD3,12,5,38,38,90,2.3684210526315788
LMOD3,13,12,47,47,100,2.127659574468085
LMOD3,14,9,36,36,72,2.0
LMOD3,15,11,47,47,100,2.127659574468085
LMOD3,16,9,39,39,84,2.1538461538461537
LMOD3,17,10,48,48,102,2.125
LMX1B,0,2,26,26,66,2.5384615384615383
LMX1B,1,2,26,26,66,2.5384615384615383
LMX1B,2,2,17,17,34,2.0
LMX1B,3,2,26,26,66,2.5384615384615383
LMX1B,4,3,28,28,68,2.4285714285714284
LMX1B,5,1,6,6,10,1.6666666666666667
LMX1B,6,1,6,6,10,1.6666666666666667
LMX1B,7,2,26,26,66,2.5384615384615383
LMX1B,8,2,18,18,38,2.111111111111111
LMX1B,9,1,10,10,20,2.0
LONP1,0,1,11,11,20,1.8181818181818181
LOXHD1,0,3,14,14,32,2.2857142857142856
LOXHD1,1,1,9,9,18,2.0
LPIN1,0,1,6,6,10,1.6666666666666667
LPIN1,1,1,10,10,20,2.0
LPIN1,2,1,6,6,10,1.6666666666666667
LPIN1,3,1,10,10,20,2.0
LPIN1,4,1,10,10,20,2.0
LPIN1,5,1,6,6,10,1.6666666666666667
LPIN1,6,1,10,10,20,2.0
LPIN1,7,1,6,6,10,1.6666666666666667
LPIN1,8,1,6,6,10,1.6666666666666667
LPIN1,9,1,6,6,10,1.6666666666666667
LPIN1,10,1,6,6,10,1.6666666666666667
LPIN1,11,1,6,6,10,1.6666666666666667
LPIN1,12,1,6,6,10,1.6666666666666667
LPIN1,13,1,10,10,20,2.0
LPIN1,14,1,6,6,10,1.6666666666666667
LPIN2,0,7,43,43,98,2.2790697674418605
LPIN2,1,4,28,28,58,2.0714285714285716
LPIN2,2,6,41,41,94,2.292682926829268
LPIN2,3,5,25,25,52,2.08
LPIN2,4,5,37,37,84,2.27027027027027
LPIN2,5,2,14,14,28,2.0
LPIN2,6,3,18,18,36,2.0
LRP12,1,1,10,10,22,2.2
LRP4,0,14,91,91,236,2.5934065934065935
LRP4,1,15,100,100,264,2.64
LRP4,2,11,63,63,150,2.380952380952381
LRP4,3,8,58,58,154,2.6551724137931036
LRP4,4,5,29,29,70,2.413793103448276
LRP4,5,8,58,58,154,2.6551724137931036
LRP4,6,10,71,71,188,2.647887323943662
LRP4,7,11,64,64,152,2.375
LRP4,8,17,94,94,242,2.574468085106383
LRP4,9,5,34,34,72,2.1176470588235294
LRP4,10,10,51,51,112,2.196078431372549
LRP4,11,13,91,91,238,2.6153846153846154
LRP4,12,13,75,75,184,2.453333333333333
LRP4,13,23,111,111,270,2.4324324324324325
LRP4,14,7,29,29,56,1.9310344827586208
LRPPRC,0,2,13,13,24,1.8461538461538463
LRPPRC,1,2,12,12,22,1.8333333333333333
LRPPRC,2,2,12,12,22,1.8333333333333333
LRPPRC,3,4,28,28,60,2.142857142857143
LRPPRC,4,3,19,19,38,2.0
LRPPRC,5,3,19,19,38,2.0
LRPPRC,6,4,27,27,56,2.074074074074074
LRPPRC,7,2,12,12,22,1.8333333333333333
LRPPRC,8,2,12,12,22,1.8333333333333333
LRPPRC,9,3,27,27,56,2.074074074074074
LRPPRC,10,2,12,12,22,1.8333333333333333
LRPPRC,11,6,45,45,94,2.088888888888889
LRPPRC,12,3,19,19,38,2.0
LRPPRC,13,4,34,34,72,2.1176470588235294
LRPPRC,14,3,19,19,38,2.0
LRPPRC,15,9,61,61,136,2.2295081967213113
LRPPRC,16,2,12,12,22,1.8333333333333333
LRPPRC,17,2,12,12,22,1.8333333333333333
LRPPRC,18,2,12,12,22,1.8333333333333333
LRPPRC,19,3,18,18,34,1.8888888888888888
LRPPRC,20,4,29,29,62,2.1379310344827585
LRPPRC,21,2,12,12,22,1.8333333333333333
LRPPRC,22,2,12,12,22,1.8333333333333333
LRPPRC,23,2,12,12,22,1.8333333333333333
LRRC10,0,3,12,12,22,1.8333333333333333
LRRC56,0,12,41,41,88,2.1463414634146343
LRRC56,1,2,9,9,18,2.0
LRRC56,2,6,38,38,86,2.263157894736842
LRRC56,3,2,7,7,12,1.7142857142857142
LRRC56,4,3,15,15,30,2.0
LRRC8A,0,3,20,20,46,2.3
LRSAM1,0,11,47,47,104,2.2127659574468086
LRSAM1,1,1,7,7,12,1.7142857142857142
LRSAM1,2,4,20,20,40,2.0
LRSAM1,3,5,22,22,44,2.0
LRSAM1,4,3,15,15,28,1.8666666666666667
LTBP2,0,2,14,14,32,2.2857142857142856
LTBP2,1,7,29,29,60,2.0689655172413794
LTBP2,2,8,37,37,76,2.054054054054054
LTBP2,3,7,29,29,60,2.0689655172413794
LTBP2,4,8,37,37,76,2.054054054054054
LTBP2,5,5,22,22,48,2.1818181818181817
LYRM7,0,13,61,61,130,2.1311475409836067
LYRM7,1,20,83,83,176,2.1204819277108435
LYRM7,2,20,80,80,162,2.025
LYRM7,3,4,25,25,50,2.0
LYRM7,4,20,77,77,160,2.0779220779220777
LYRM7,5,11,50,50,104,2.08
LYRM7,6,16,71,71,148,2.084507042253521
MAB21L1,0,16,107,107,250,2.336448598130841
MAB21L1,1,11,61,61,140,2.2950819672131146
MAB21L1,2,11,57,57,128,2.245614035087719
MAB21L1,3,13,64,64,138,2.15625
MAB21L1,4,27,151,151,354,2.3443708609271523
MAB21L1,5,13,79,79,182,2.3037974683544302
MAB21L2,0,4,23,23,50,2.1739130434782608
MAB21L2,1,3,12,12,24,2.0
MAB21L2,2,5,23,23,50,2.1739130434782608
MAB21L2,3,8,45,45,106,2.3555555555555556
MAB21L2,4,4,13,13,28,2.1538461538461537
MAB21L2,5,3,12,12,24,2.0
MAB21L2,6,1,12,12,28,2.3333333333333335
MAB21L2,7,5,26,26,58,2.230769230769231
MACF1,0,16,55,55,122,2.2181818181818183
MACF1,1,16,55,55,122,2.2181818181818183
MACF1,2,16,55,55,122,2.2181818181818183
MACF1,3,18,80,80,188,2.35
MACF1,4,16,55,55,122,2.2181818181818183
MACF1,5,16,55,55,122,2.2181818181818183
MACF1,6,16,55,55,122,2.2181818181818183
MACF1,7,16,55,55,122,2.2181818181818183
MACF1,8,16,55,55,122,2.2181818181818183
MACF1,9,16,55,55,122,2.2181818181818183
MAG,0,16,70,70,148,2.1142857142857143
MAG,1,11,45,45,98,2.1777777777777776
MAG,2,13,52,52,112,2.1538461538461537
MAG,3,11,51,51,104,2.0392156862745097
MAG,4,5,28,28,54,1.9285714285714286
MAG,5,12,54,54,122,2.259259259259259
MAGEL2,0,9,52,52,124,2.3846153846153846
MAGEL2,1,13,75,75,182,2.4266666666666667
MAGEL2,2,10,49,49,112,2.2857142857142856
MAGEL2,3,9,44,44,96,2.1818181818181817
MAGEL2,4,9,40,40,84,2.1
MAGEL2,5,10,67,67,162,2.417910447761194
MAGEL2,6,10,55,55,122,2.2181818181818183
MAGEL2,7,4,39,39,92,2.358974358974359
MAGEL2,8,5,27,27,58,2.1481481481481484
MAGEL2,9,6,34,34,76,2.235294117647059
MAGEL2,10,2,19,19,42,2.210526315789474
MAGEL2,11,11,50,50,114,2.28
MAGEL2,12,4,35,35,84,2.4
MAGT1,0,3,11,11,22,2.0
MAGT1,1,3,17,17,36,2.1176470588235294
MALT1,0,11,64,64,146,2.28125
MALT1,1,6,38,38,86,2.263157894736842
MALT1,2,8,44,44,100,2.272727272727273
MALT1,3,9,64,64,150,2.34375
MALT1,4,9,58,58,136,2.3448275862068964
