gene,case_idx,original_count,augmented_count,num_nodes,num_edges,avg_degree
CARD11,22,17,90,90,220,2.4444444444444446
CARD11,23,8,64,64,158,2.46875
CARD11,24,11,75,75,170,2.2666666666666666
CARD11,25,12,69,69,168,2.4347826086956523
CARD11,26,7,64,64,160,2.5
CARD11,27,4,31,31,76,2.4516129032258065
CARD11,28,6,45,45,106,2.3555555555555556
CARD11,29,9,56,56,134,2.392857142857143
CARD11,30,15,95,95,244,2.568421052631579
CARD11,31,12,75,75,188,2.506666666666667
CARD11,32,14,90,90,220,2.4444444444444446
CARD11,33,14,92,92,230,2.5
CARD11,34,14,88,88,212,2.409090909090909
CARD11,35,7,46,46,116,2.5217391304347827
CARD11,36,12,87,87,212,2.4367816091954024
CARMIL2,0,15,75,75,176,2.3466666666666667
CARMIL2,1,13,86,86,202,2.3488372093023258
CARMIL2,2,14,76,76,184,2.4210526315789473
CARMIL2,3,15,87,87,210,2.413793103448276
CARMIL2,4,14,86,86,210,2.441860465116279
CARMIL2,5,19,98,98,232,2.36734693877551
CARS2,0,10,45,45,96,2.1333333333333333
CARS2,1,12,49,49,108,2.204081632653061
CARS2,2,4,24,24,48,2.0
CASK,0,6,29,29,62,2.1379310344827585
CASK,1,7,39,39,84,2.1538461538461537
CASK,2,3,21,21,44,2.0952380952380953
CASK,3,6,38,38,86,2.263157894736842
CASK,4,5,29,29,64,2.206896551724138
CASK,5,6,38,38,86,2.263157894736842
CASK,6,4,26,26,58,2.230769230769231
CASK,7,7,38,38,82,2.1578947368421053
CASK,8,7,42,42,92,2.1904761904761907
CASK,9,7,39,39,86,2.2051282051282053
CASK,10,8,41,41,86,2.097560975609756
CASK,11,5,28,28,64,2.2857142857142856
CASK,12,8,42,42,98,2.3333333333333335
CASK,13,4,26,26,58,2.230769230769231
CASK,14,7,39,39,82,2.1025641025641026
CASK,15,5,28,28,60,2.142857142857143
CASK,16,7,37,37,82,2.2162162162162162
CASK,17,7,41,41,90,2.1951219512195124
CASP10,0,6,49,49,120,2.4489795918367347
CASP10,1,5,39,39,92,2.358974358974359
CASP10,2,4,25,25,54,2.16
CASP10,3,1,17,17,42,2.4705882352941178
CASP10,4,3,24,24,54,2.25
CASP10,5,4,25,25,58,2.32
CASP10,6,2,21,21,50,2.380952380952381
CASP10,7,6,46,46,114,2.4782608695652173
CASP10,8,5,45,45,106,2.3555555555555556
CASP10,9,3,16,16,32,2.0
CASP10,10,3,32,32,78,2.4375
CASQ2,0,1,9,9,16,1.7777777777777777
CASQ2,1,2,9,9,16,1.7777777777777777
CASQ2,2,5,24,24,46,1.9166666666666667
CASQ2,3,1,9,9,16,1.7777777777777777
CASQ2,4,1,9,9,16,1.7777777777777777
CASQ2,5,2,9,9,16,1.7777777777777777
CASQ2,6,1,5,5,8,1.6
CASQ2,7,1,5,5,8,1.6
CASQ2,8,1,5,5,8,1.6
CASQ2,9,1,9,9,16,1.7777777777777777
CASR,0,4,14,14,34,2.4285714285714284
CASR,1,1,7,7,12,1.7142857142857142
CASR,2,1,7,7,12,1.7142857142857142
CASR,3,1,7,7,12,1.7142857142857142
CASR,4,1,7,7,12,1.7142857142857142
CASR,5,5,33,33,78,2.3636363636363638
CASR,6,1,7,7,12,1.7142857142857142
CASR,7,1,9,9,16,1.7777777777777777
CASR,8,1,8,8,16,2.0
CASR,9,2,21,21,42,2.0
CASR,10,2,16,16,32,2.0
CASR,11,2,16,16,32,2.0
CASR,12,1,9,9,16,1.7777777777777777
CASR,13,2,25,25,52,2.08
CASR,14,2,21,21,44,2.0952380952380953
CASR,15,1,14,14,28,2.0
CASR,16,1,10,10,20,2.0
CASZ1,0,5,28,28,66,2.357142857142857
CASZ1,1,2,19,19,44,2.3157894736842106
CAT,0,2,11,11,20,1.8181818181818181
CAT,1,6,30,30,64,2.1333333333333333
CAT,2,2,16,16,34,2.125
CAT,3,1,6,6,10,1.6666666666666667
CAT,4,2,12,12,24,2.0
CAT,5,3,18,18,36,2.0
CAT,6,3,25,25,58,2.32
CAT,7,2,12,12,24,2.0
CAT,8,2,11,11,20,1.8181818181818181
CAT,9,2,15,15,28,1.8666666666666667
CAV3,0,3,28,28,66,2.357142857142857
CAV3,1,1,8,8,14,1.75
CAV3,2,2,10,10,18,1.8
CAV3,3,6,26,26,50,1.9230769230769231
CAV3,4,1,7,7,12,1.7142857142857142
CAV3,5,2,17,17,40,2.3529411764705883
CAV3,6,2,17,17,40,2.3529411764705883
CAV3,7,4,16,16,30,1.875
CAV3,8,1,7,7,12,1.7142857142857142
CBL,0,7,40,40,86,2.15
CBL,1,5,30,30,58,1.9333333333333333
CBL,2,5,44,44,100,2.272727272727273
CBL,3,9,61,61,144,2.360655737704918
CBL,4,7,49,49,110,2.2448979591836733
CBL,5,4,25,25,52,2.08
CBL,6,11,63,63,136,2.1587301587301586
CBL,7,14,107,107,250,2.336448598130841
CC2D1A,0,2,9,9,16,1.7777777777777777
CC2D1A,1,7,44,44,96,2.1818181818181817
CC2D1A,2,2,15,15,34,2.2666666666666666
CC2D1A,3,2,14,14,30,2.142857142857143
CC2D1A,4,1,7,7,14,2.0
CC2D1A,5,1,7,7,14,2.0
CC2D1A,6,4,14,14,28,2.0
CC2D2A,0,2,24,24,50,2.0833333333333335
CC2D2A,1,9,74,74,168,2.27027027027027
CC2D2A,2,5,42,42,90,2.142857142857143
CC2D2A,3,9,43,43,88,2.046511627906977
CC2D2A,4,7,46,46,102,2.217391304347826
CC2D2A,5,3,47,47,110,2.3404255319148937
CC2D2A,6,13,91,91,218,2.3956043956043955
CCDC103,0,2,15,15,30,2.0
CCDC103,1,1,9,9,18,2.0
CCDC103,2,2,17,17,34,2.0
CCDC103,3,2,21,21,46,2.1904761904761907
CCDC115,0,9,39,39,82,2.1025641025641026
CCDC115,1,7,30,30,60,2.0
CCDC115,2,1,7,7,12,1.7142857142857142
CCDC115,3,15,74,74,166,2.2432432432432434
CCDC115,4,14,66,66,138,2.090909090909091
CCDC115,5,9,48,48,104,2.1666666666666665
CCDC115,6,17,81,81,176,2.1728395061728394
CCDC115,7,16,77,77,170,2.207792207792208
CCDC22,0,1,7,7,14,2.0
CCDC22,1,12,59,59,130,2.2033898305084745
CCDC22,2,3,25,25,52,2.08
CCDC22,3,8,64,64,166,2.59375
CCDC22,4,14,73,73,162,2.219178082191781
CCDC39,0,2,11,11,20,1.8181818181818181
CCDC39,1,4,16,16,30,1.875
CCDC39,2,2,11,11,20,1.8181818181818181
CCDC39,3,2,11,11,20,1.8181818181818181
CCDC39,4,5,32,32,66,2.0625
CCDC39,5,4,26,26,52,2.0
CCDC39,6,9,51,51,118,2.3137254901960786
CCDC40,0,9,42,42,92,2.1904761904761907
CCDC40,1,10,43,43,96,2.2325581395348837
CCDC40,2,11,46,46,102,2.217391304347826
CCDC40,3,4,18,18,36,2.0
CCDC40,4,9,41,41,92,2.2439024390243905
CCDC40,5,10,49,49,106,2.163265306122449
CCDC40,6,4,18,18,36,2.0
CCDC40,7,11,50,50,112,2.24
CCDC40,8,12,53,53,118,2.2264150943396226
CCDC40,9,8,40,40,88,2.2
CCDC40,10,4,18,18,36,2.0
CCDC40,11,12,58,58,130,2.2413793103448274
CCDC40,12,11,57,57,122,2.1403508771929824
CCDC40,13,10,49,49,108,2.204081632653061
CCDC40,14,3,18,18,36,2.0
CCDC40,15,3,18,18,36,2.0
CCDC40,16,11,57,57,122,2.1403508771929824
CCDC40,17,10,52,52,114,2.1923076923076925
CCDC40,18,11,46,46,102,2.217391304347826
CCDC40,19,11,46,46,102,2.217391304347826
CCDC40,20,12,58,58,130,2.2413793103448274
CCDC40,21,10,35,35,74,2.1142857142857143
CCDC40,22,8,40,40,86,2.15
CCDC40,23,3,18,18,36,2.0
CCDC40,24,11,46,46,102,2.217391304347826
CCDC40,25,12,53,53,118,2.2264150943396226
CCDC40,26,9,42,42,92,2.1904761904761907
CCDC40,27,2,11,11,20,1.8181818181818181
CCDC40,28,9,40,40,86,2.15
CCDC40,29,11,53,53,116,2.188679245283019
CCDC40,30,11,46,46,102,2.217391304347826
CCDC40,31,11,46,46,102,2.217391304347826
CCDC40,32,11,56,56,122,2.1785714285714284
CCDC40,33,10,43,43,96,2.2325581395348837
CCDC40,34,4,18,18,36,2.0
CCDC40,35,10,43,43,96,2.2325581395348837
CCDC65,0,3,16,16,32,2.0
CCDC65,1,2,17,17,34,2.0
CCDC65,2,1,5,5,8,1.6
CCDC65,3,1,9,9,18,2.0
CCDC65,4,1,9,9,18,2.0
CCDC78,0,2,9,9,16,1.7777777777777777
CCDC78,1,6,22,22,42,1.9090909090909092
CCDC78,2,1,7,7,14,2.0
CCN6,0,5,40,40,92,2.3
CCNO,0,4,15,15,30,2.0
CCNO,1,10,61,61,136,2.2295081967213113
CCNO,2,3,14,14,28,2.0
CCNO,3,3,14,14,28,2.0
CCNO,4,3,14,14,28,2.0
CCNO,5,5,26,26,56,2.1538461538461537
CCNO,6,6,29,29,60,2.0689655172413794
CCNO,7,7,29,29,58,2.0
CCNO,8,3,14,14,28,2.0
CCNO,9,4,15,15,30,2.0
CCNO,10,4,15,15,30,2.0
CCNO,11,3,14,14,28,2.0
CCNO,12,3,14,14,28,2.0
CCNO,13,6,23,23,46,2.0
CCNO,14,4,15,15,30,2.0
CD19,0,10,68,68,174,2.5588235294117645
CD19,1,5,42,42,100,2.380952380952381
CD19,2,6,30,30,74,2.466666666666667
CD19,3,9,65,65,158,2.4307692307692306
CD19,4,12,50,50,116,2.32
CD19,5,13,85,85,218,2.5647058823529414
CD19,6,3,13,13,24,1.8461538461538463
CD247,0,15,92,92,216,2.347826086956522
CD247,1,10,65,65,162,2.4923076923076923
CD247,2,5,33,33,80,2.4242424242424243
CD247,3,8,55,55,134,2.4363636363636365
CD2AP,0,1,9,9,18,2.0
CD2AP,1,3,23,23,50,2.1739130434782608
CD2AP,2,5,30,30,62,2.066666666666667
CD2AP,3,1,13,13,26,2.0
CD2AP,4,3,23,23,52,2.260869565217391
CD3D,0,2,21,21,46,2.1904761904761907
CD3D,1,9,53,53,126,2.3773584905660377
CD3D,2,2,20,20,48,2.4
CD3D,3,5,34,34,76,2.235294117647059
CD3D,4,9,61,61,148,2.4262295081967213
CD3D,5,4,22,22,56,2.5454545454545454
CD3D,6,3,23,23,52,2.260869565217391
CD3E,0,1,7,7,12,1.7142857142857142
CD3E,1,1,7,7,12,1.7142857142857142
CD3E,2,1,7,7,12,1.7142857142857142
CD3E,3,5,34,34,80,2.3529411764705883
CD3E,4,4,31,31,78,2.5161290322580645
CD3E,5,4,34,34,80,2.3529411764705883
CD3E,6,7,50,50,122,2.44
CD3E,7,7,48,48,118,2.4583333333333335
CD3G,0,6,38,38,90,2.3684210526315788
CD3G,1,3,14,14,26,1.8571428571428572
CD3G,2,4,22,22,44,2.0
CD3G,3,1,13,13,26,2.0
CD3G,4,3,16,16,30,1.875
CD3G,5,1,11,11,22,2.0
CD3G,6,3,27,27,58,2.1481481481481484
CD3G,7,2,15,15,30,2.0
CD3G,8,4,34,34,74,2.176470588235294
CD3G,9,6,38,38,90,2.3684210526315788
CD40,0,6,48,48,106,2.2083333333333335
CD40,1,5,44,44,98,2.227272727272727
CD40,2,4,35,35,78,2.2285714285714286
CD40,3,4,28,28,64,2.2857142857142856
CD40,4,4,23,23,52,2.260869565217391
CD40,5,3,27,27,64,2.3703703703703702
CD40,6,5,44,44,98,2.227272727272727
CD40,7,5,44,44,106,2.409090909090909
CD40LG,0,1,6,6,10,1.6666666666666667
CD40LG,1,4,31,31,78,2.5161290322580645
CD40LG,2,5,31,31,76,2.4516129032258065
CD40LG,3,6,27,27,54,2.0
CD40LG,4,5,52,52,124,2.3846153846153846
CD46,0,1,9,9,18,2.0
CD46,1,1,9,9,18,2.0
CD46,2,1,9,9,18,2.0
CD79A,0,6,52,52,126,2.423076923076923
CD79A,1,6,50,50,118,2.36
CD79A,2,4,38,38,92,2.4210526315789473
CD79A,3,1,15,15,36,2.4
CD79A,4,2,26,26,66,2.5384615384615383
CD79A,5,7,52,52,124,2.3846153846153846
CD79B,0,6,55,55,134,2.4363636363636365
CD79B,1,6,40,40,100,2.5
CD79B,2,3,41,41,100,2.4390243902439024
CD81,0,13,64,64,152,2.375
CD8A,0,9,51,51,118,2.3137254901960786
CD8A,1,11,53,53,118,2.2264150943396226
CD8A,2,7,52,52,128,2.4615384615384617
CDC42,0,33,145,145,318,2.193103448275862
CDC42,1,19,114,114,252,2.210526315789474
CDC42,2,27,121,121,264,2.1818181818181817
CDC42,3,22,99,99,216,2.1818181818181817
CDC42,4,25,140,140,302,2.157142857142857
CDC42,5,18,69,69,140,2.028985507246377
CDC42,6,34,166,166,376,2.2650602409638556
CDC42,7,26,131,131,300,2.2900763358778624
CDC42,8,41,207,207,480,2.318840579710145
CDC45,0,8,62,62,142,2.2903225806451615
CDC45,1,3,17,17,34,2.0
CDC45,2,1,15,15,32,2.1333333333333333
CDC45,3,5,28,28,58,2.0714285714285716
CDC45,4,3,37,37,94,2.5405405405405403
CDC45,5,7,48,48,110,2.2916666666666665
CDC45,6,3,19,19,44,2.3157894736842106
CDC45,7,2,18,18,42,2.3333333333333335
CDC45,8,1,6,6,12,2.0
CDC45,9,4,29,29,68,2.3448275862068964
CDC45,10,4,24,24,54,2.25
CDC45,11,4,30,30,68,2.2666666666666666
CDC45,12,7,45,45,104,2.311111111111111
CDC73,0,3,30,30,66,2.2
CDC73,1,4,34,34,78,2.2941176470588234
CDC73,2,3,30,30,66,2.2
CDC73,3,3,30,30,66,2.2
CDC73,4,3,30,30,66,2.2
CDC73,5,3,30,30,66,2.2
CDC73,6,3,28,28,66,2.357142857142857
CDC73,7,3,30,30,66,2.2
CDCA7,0,3,23,23,54,2.347826086956522
CDCA7,1,5,30,30,70,2.3333333333333335
CDCA7,2,5,34,34,80,2.3529411764705883
CDCA7,3,5,30,30,70,2.3333333333333335
CDCA7,4,3,23,23,54,2.347826086956522
CDH11,0,7,51,51,112,2.196078431372549
CDH11,1,5,32,32,66,2.0625
CDH11,2,7,59,59,140,2.3728813559322033
CDH11,3,2,18,18,40,2.2222222222222223
CDH11,4,2,16,16,30,1.875
CDH11,5,4,29,29,58,2.0
CDH2,0,9,41,41,88,2.1463414634146343
CDH2,1,9,57,57,132,2.3157894736842106
CDH2,2,6,47,47,102,2.1702127659574466
CDH2,3,5,39,39,82,2.1025641025641026
CDH23,0,2,12,12,28,2.3333333333333335
CDH23,1,1,10,10,22,2.2
CDH23,2,1,10,10,20,2.0
CDH23,3,1,10,10,20,2.0
CDH23,4,1,10,10,22,2.2
CDH23,5,1,10,10,22,2.2
CDH23,6,1,10,10,20,2.0
CDH23,7,1,10,10,20,2.0
CDH23,8,1,9,9,18,2.0
CDH23,9,1,10,10,20,2.0
CDH23,10,1,10,10,20,2.0
CDH23,11,1,10,10,22,2.2
CDH23,12,1,9,9,18,2.0
CDH23,13,1,10,10,20,2.0
CDH23,14,1,10,10,22,2.2
CDH23,15,1,9,9,18,2.0
CDH23,16,1,10,10,22,2.2
CDH23,17,1,10,10,20,2.0
CDH23,18,1,10,10,22,2.2
CDH23,19,1,10,10,20,2.0
CDH23,20,1,10,10,22,2.2
CDH23,21,1,10,10,20,2.0
CDH23,22,1,10,10,20,2.0
CDH3,0,5,34,34,72,2.1176470588235294
CDH3,1,2,15,15,30,2.0
CDK13,0,11,56,56,122,2.1785714285714284
CDK13,1,11,52,52,114,2.1923076923076925
CDK13,2,6,26,26,58,2.230769230769231
CDK13,3,7,30,30,62,2.066666666666667
CDK13,4,10,52,52,112,2.1538461538461537
CDK13,5,7,30,30,64,2.1333333333333333
CDK13,6,8,46,46,102,2.217391304347826
CDK13,7,9,49,49,110,2.2448979591836733
CDK13,8,11,67,67,150,2.2388059701492535
CDK13,9,6,26,26,58,2.230769230769231
CDK13,10,7,36,36,84,2.3333333333333335
CDK13,11,5,20,20,44,2.2
CDK13,12,12,72,72,156,2.1666666666666665
CDK13,13,7,28,28,58,2.0714285714285716
CDK13,14,6,33,33,76,2.303030303030303
CDK13,15,6,24,24,54,2.25
CDK13,16,7,44,44,98,2.227272727272727
CDK13,17,6,46,46,104,2.260869565217391
CDK13,18,8,38,38,80,2.1052631578947367
CDK13,19,9,59,59,130,2.2033898305084745
CDK13,20,6,29,29,62,2.1379310344827585
CDK13,21,7,32,32,70,2.1875
CDK13,22,7,38,38,82,2.1578947368421053
CDK13,23,5,21,21,42,2.0
CDK13,24,7,33,33,74,2.242424242424242
CDK13,25,7,33,33,72,2.1818181818181817
CDK13,26,4,23,23,48,2.0869565217391304
CDK13,27,8,38,38,82,2.1578947368421053
CDK16,0,1,7,7,12,1.7142857142857142
CDK4,0,1,5,5,8,1.6
CDK4,1,1,5,5,8,1.6
CDK4,2,1,10,10,22,2.2
CDK4,3,1,5,5,8,1.6
CDK4,4,1,5,5,8,1.6
CDK4,5,1,5,5,8,1.6
CDKL5,0,4,26,26,56,2.1538461538461537
CDKL5,1,1,7,7,12,1.7142857142857142
CDKL5,2,3,31,31,76,2.4516129032258065
CDKL5,3,2,11,11,20,1.8181818181818181
CDKN1B,0,2,19,19,44,2.3157894736842106
CDKN1B,1,4,27,27,66,2.4444444444444446
CDKN1B,2,2,20,20,48,2.4
CDKN1B,3,1,10,10,22,2.2
CDKN1B,4,2,21,21,54,2.5714285714285716
CDKN1B,5,5,41,41,102,2.4878048780487805
CDKN1B,6,2,19,19,48,2.526315789473684
CDKN1B,7,1,10,10,22,2.2
CDKN1B,8,2,19,19,48,2.526315789473684
CDKN2A,0,4,28,28,66,2.357142857142857
CDKN2A,1,4,29,29,70,2.413793103448276
CDKN2A,2,1,10,10,22,2.2
CDKN2A,3,1,10,10,22,2.2
CDKN2A,4,1,10,10,22,2.2
CDKN2A,5,2,16,16,38,2.375
CDKN2A,6,2,16,16,40,2.5
CDT1,0,2,30,30,76,2.533333333333333
CDT1,1,2,30,30,76,2.533333333333333
CDT1,2,2,30,30,76,2.533333333333333
CDT1,3,1,6,6,12,2.0
CDT1,4,3,17,17,34,2.0
CDT1,5,4,21,21,44,2.0952380952380953
CDT1,6,1,6,6,12,2.0
CDT1,7,2,30,30,76,2.533333333333333
CEACAM16,0,4,26,26,58,2.230769230769231
CEACAM16,1,2,12,12,28,2.3333333333333335
CEACAM16,2,2,12,12,28,2.3333333333333335
CEACAM16,3,1,10,10,22,2.2
CEACAM16,4,1,5,5,8,1.6
CEACAM16,5,1,5,5,8,1.6
CEBPA,0,1,13,13,30,2.3076923076923075
CEBPA,1,5,27,27,64,2.3703703703703702
CEBPA,2,2,21,21,52,2.4761904761904763
CEBPA,3,1,13,13,30,2.3076923076923075
CEBPA,4,1,13,13,30,2.3076923076923075
CEBPA,5,1,13,13,30,2.3076923076923075
CEBPA,6,2,21,21,52,2.4761904761904763
CEBPA,7,1,13,13,30,2.3076923076923075
CEBPA,8,1,13,13,30,2.3076923076923075
CEBPA,9,1,13,13,30,2.3076923076923075
CEBPA,10,1,13,13,30,2.3076923076923075
CEBPA,11,1,13,13,30,2.3076923076923075
CEBPA,12,2,21,21,52,2.4761904761904763
CEBPA,13,1,13,13,30,2.3076923076923075
CEBPA,14,1,13,13,30,2.3076923076923075
CEBPA,15,3,29,29,66,2.2758620689655173
CEL,0,6,26,26,54,2.076923076923077
CEL,1,8,35,35,74,2.1142857142857143
CEL,2,3,11,11,22,2.0
CEL,3,3,22,22,46,2.090909090909091
CEL,4,3,17,17,36,2.1176470588235294
CEL,5,6,43,43,94,2.186046511627907
CEMIP,0,1,7,7,12,1.7142857142857142
CEMIP,1,1,7,7,12,1.7142857142857142
CEMIP,2,1,7,7,12,1.7142857142857142
CEMIP,3,1,7,7,12,1.7142857142857142
CENPJ,0,1,20,20,44,2.2
CENPJ,1,10,55,55,120,2.1818181818181817
CENPJ,2,2,25,25,56,2.24
CENPJ,3,6,36,36,76,2.111111111111111
CENPJ,4,7,51,51,118,2.3137254901960786
CENPJ,5,7,55,55,124,2.2545454545454544
CENPJ,6,2,25,25,56,2.24
CENPJ,7,4,35,35,78,2.2285714285714286
CENPJ,8,8,50,50,108,2.16
CENPJ,9,4,38,38,86,2.263157894736842
CEP152,0,1,21,21,46,2.1904761904761907
CEP152,1,5,34,34,72,2.1176470588235294
CEP152,2,5,34,34,72,2.1176470588235294
CEP152,3,1,21,21,46,2.1904761904761907
CEP152,4,1,21,21,46,2.1904761904761907
CEP152,5,5,34,34,72,2.1176470588235294
CEP164,0,8,56,56,120,2.142857142857143
CEP164,1,5,25,25,50,2.0
CEP164,2,13,79,79,184,2.329113924050633
CEP164,3,3,20,20,40,2.0
CEP164,4,7,45,45,102,2.2666666666666666
CEP164,5,4,27,27,56,2.074074074074074
CEP164,6,2,13,13,24,1.8461538461538463
CEP164,7,3,20,20,40,2.0
CEP290,0,8,41,41,82,2.0
CEP290,1,7,42,42,90,2.142857142857143
CEP290,2,5,35,35,72,2.057142857142857
CEP290,3,5,28,28,56,2.0
CEP290,4,2,12,12,22,1.8333333333333333
CEP290,5,10,37,37,76,2.054054054054054
CEP290,6,5,25,25,50,2.0
CEP290,7,4,31,31,66,2.129032258064516
CEP290,8,9,45,45,92,2.0444444444444443
CEP290,9,1,12,12,24,2.0
CEP290,10,1,7,7,12,1.7142857142857142
CEP57,0,12,69,69,160,2.318840579710145
CEP57,1,4,27,27,58,2.1481481481481484
CEP57,2,6,28,28,60,2.142857142857143
CEP57,3,8,55,55,124,2.2545454545454544
CEP57,4,3,25,25,58,2.32
CEP57,5,10,50,50,110,2.2
CERS1,0,1,9,9,18,2.0
CERS1,1,2,15,15,28,1.8666666666666667
CFAP221,0,5,32,32,70,2.1875
CFAP298,0,2,37,37,90,2.4324324324324325
CFAP300,0,5,30,30,64,2.1333333333333333
CFAP300,1,5,25,25,52,2.08
CFAP300,2,3,28,28,62,2.2142857142857144
CFAP300,3,3,16,16,30,1.875
CFAP300,4,3,12,12,22,1.8333333333333333
CFAP300,5,3,25,25,54,2.16
CFAP43,0,15,31,31,62,2.0
CFAP43,1,9,26,26,52,2.0
CFAP43,2,15,31,31,62,2.0
CFAP43,3,9,26,26,52,2.0
CFAP43,4,10,27,27,54,2.0
CFAP43,5,9,26,26,52,2.0
CFAP43,6,9,26,26,52,2.0
CFAP43,7,9,26,26,52,2.0
CFAP43,8,9,26,26,52,2.0
CFAP43,9,9,26,26,52,2.0
CFAP43,10,10,27,27,54,2.0
CFAP43,11,10,27,27,54,2.0
CFAP43,12,9,26,26,52,2.0
CFAP43,13,9,26,26,52,2.0
CFAP43,14,9,26,26,52,2.0
CFAP43,15,8,52,52,116,2.230769230769231
CFAP47,0,8,24,24,48,2.0
CFAP47,1,8,24,24,48,2.0
CFAP47,2,8,24,24,48,2.0
CFAP57,0,5,31,31,68,2.193548387096774
CFAP74,0,1,8,8,14,1.75
CFAP74,1,1,8,8,14,1.75
CFAP74,2,1,8,8,14,1.75
CFH,0,3,24,24,54,2.25
CFH,1,1,20,20,46,2.3
CFH,2,2,21,21,48,2.2857142857142856
CFH,3,2,25,25,56,2.24
CFH,4,4,27,27,60,2.2222222222222223
CFH,5,1,10,10,20,2.0
CFH,6,1,11,11,22,2.0
CFH,7,1,11,11,22,2.0
CFH,8,1,10,10,20,2.0
CFI,0,1,11,11,22,2.0
CFI,1,9,42,42,90,2.142857142857143
CFI,2,3,20,20,40,2.0
CFI,3,5,26,26,56,2.1538461538461537
CFI,4,3,20,20,40,2.0
CFI,5,1,11,11,22,2.0
CFI,6,1,11,11,22,2.0
CFI,7,1,11,11,22,2.0
CFI,8,3,21,21,42,2.0
CFL2,0,7,42,42,94,2.238095238095238
CFL2,1,7,32,32,62,1.9375
CFL2,2,8,48,48,108,2.25
CFL2,3,7,51,51,118,2.3137254901960786
CFL2,4,14,57,57,122,2.1403508771929824
CFL2,5,14,68,68,152,2.235294117647059
CFL2,6,5,24,24,48,2.0
CHAMP1,0,8,26,26,56,2.1538461538461537
CHAMP1,1,8,35,35,72,2.057142857142857
CHAMP1,2,7,40,40,88,2.2
CHAMP1,3,8,35,35,72,2.057142857142857
CHAMP1,4,8,35,35,72,2.057142857142857
CHAMP1,5,7,40,40,88,2.2
CHAMP1,6,8,26,26,56,2.1538461538461537
CHAMP1,7,6,29,29,58,2.0
CHAMP1,8,8,35,35,72,2.057142857142857
CHAMP1,9,7,40,40,88,2.2
CHAMP1,10,8,26,26,56,2.1538461538461537
CHAMP1,11,4,25,25,52,2.08
CHAMP1,12,7,40,40,88,2.2
CHAMP1,13,8,26,26,56,2.1538461538461537
CHAMP1,14,7,40,40,88,2.2
CHCHD10,0,5,25,25,52,2.08
CHCHD10,1,1,11,11,26,2.3636363636363638
CHCHD10,2,4,22,22,44,2.0
CHCHD10,3,4,21,21,44,2.0952380952380953
CHCHD10,4,4,21,21,42,2.0
CHCHD10,5,5,26,26,56,2.1538461538461537
CHCHD10,6,4,21,21,42,2.0
CHCHD10,7,3,22,22,50,2.272727272727273
CHCHD10,8,1,10,10,20,2.0
CHCHD10,9,3,20,20,40,2.0
CHCHD10,10,1,10,10,20,2.0
CHCHD10,11,1,10,10,20,2.0
CHD3,0,6,26,26,52,2.0
CHD3,1,4,29,29,64,2.206896551724138
CHD3,2,5,33,33,72,2.1818181818181817
CHD3,3,6,35,35,78,2.2285714285714286
CHD3,4,3,22,22,46,2.090909090909091
CHD3,5,2,18,18,38,2.111111111111111
CHD3,6,4,24,24,52,2.1666666666666665
CHD3,7,6,35,35,76,2.1714285714285713
CHD3,8,6,29,29,62,2.1379310344827585
CHD3,9,6,32,32,66,2.0625
CHD3,10,10,46,46,92,2.0
CHD3,11,4,23,23,50,2.1739130434782608
CHD3,12,3,15,15,30,2.0
CHD3,13,5,34,34,68,2.0
CHD3,14,8,42,42,90,2.142857142857143
CHD3,15,7,37,37,78,2.108108108108108
CHD3,16,5,27,27,56,2.074074074074074
CHD3,17,6,38,38,82,2.1578947368421053
CHD3,18,4,28,28,62,2.2142857142857144
CHD4,0,6,25,25,50,2.0
CHD4,1,9,49,49,108,2.204081632653061
CHD4,2,4,19,19,36,1.894736842105263
CHD4,3,5,26,26,54,2.076923076923077
CHD4,4,4,24,24,50,2.0833333333333335
CHD4,5,4,21,21,46,2.1904761904761907
CHD4,6,6,29,29,60,2.0689655172413794
CHD4,7,7,37,37,80,2.1621621621621623
CHD4,8,9,48,48,106,2.2083333333333335
CHD4,9,2,14,14,32,2.2857142857142856
CHD4,10,5,22,22,44,2.0
CHD4,11,7,32,32,66,2.0625
CHD4,12,4,16,16,32,2.0
CHD4,13,9,48,48,106,2.2083333333333335
CHD4,14,5,24,24,50,2.0833333333333335
CHD4,15,2,20,20,44,2.2
CHD4,16,7,35,35,74,2.1142857142857143
CHD4,17,4,16,16,32,2.0
CHD4,18,6,30,30,62,2.066666666666667
CHD4,19,4,24,24,52,2.1666666666666665
CHD4,20,4,19,19,36,1.894736842105263
CHD4,21,3,19,19,40,2.1052631578947367
CHD4,22,4,21,21,44,2.0952380952380953
CHD4,23,4,18,18,34,1.8888888888888888
CHD4,24,6,32,32,66,2.0625
CHD4,25,7,35,35,74,2.1142857142857143
CHD4,26,5,31,31,68,2.193548387096774
CHD7,0,9,45,45,98,2.1777777777777776
CHD7,1,5,21,21,44,2.0952380952380953
CHD7,2,14,65,65,136,2.0923076923076924
CHD7,3,14,69,69,150,2.1739130434782608
CHD7,4,6,36,36,78,2.1666666666666665
CHD7,5,7,41,41,92,2.2439024390243905
CHM,0,1,9,9,18,2.0
CHM,1,1,9,9,18,2.0
CHM,2,1,9,9,18,2.0
CHM,3,1,9,9,18,2.0
CHM,4,1,9,9,18,2.0
CHM,5,3,17,17,36,2.1176470588235294
CHMP2B,0,6,35,35,76,2.1714285714285713
