GENE,PHENOTYPES,RANK,SCORE
ALDH18A1,"HP:0012443,HP:0001999,HP:0001181,HP:0001348,HP:0000337,HP:0000518,HP:0001374,HP:0000973,HP:0000270,HP:0010648,HP:0008872,HP:0100790,HP:0001252,HP:0001511,HP:0000369,HP:0000938,HP:0008897,HP:0100678,HP:0011220,HP:0000411,HP:0002650,HP:0002677,HP:0001762,HP:0000963,HP:0000325,HP:0002645,HP:0001382,HP:0001263",1,-80.68790435791016
ALDH18A1,"HP:0001999,HP:0001181,HP:0001348,HP:0000337,HP:0000518,HP:0001374,HP:0000973,HP:0000270,HP:0010648,HP:0001252,HP:0001511,HP:0000369,HP:0000252,HP:0000938,HP:0008897,HP:0100678,HP:0011220,HP:0000411,HP:0002650,HP:0001762,HP:0000963,HP:0000325,HP:0001382,HP:0001263",1,-75.13687133789062
ALDH18A1,"HP:0001999,HP:0001181,HP:0005116,HP:0000717,HP:0000337,HP:0000518,HP:0001374,HP:0000973,HP:0000270,HP:0010648,HP:0008872,HP:0100790,HP:0500163,HP:0500139,HP:0001252,HP:0001511,HP:0000369,HP:0003572,HP:0000938,HP:0008897,HP:0100678,HP:0011220,HP:0000411,HP:0000486,HP:0000963,HP:0000325,HP:0001382,HP:0001263",1,-86.01734161376953
ALDH18A1,"HP:0001999,HP:0001181,HP:0005116,HP:0008936,HP:0000337,HP:0011493,HP:0008780,HP:0000973,HP:0000519,HP:0000494,HP:0001263,HP:0000023,HP:0001511,HP:0000160,HP:0000639,HP:0003026,HP:0000977,HP:0000325,HP:0002119",1,-74.79975128173828
ALDH18A1,"HP:0025082,HP:0009162,HP:0008619,HP:0000518,HP:0000973,HP:0001508,HP:0012785,HP:0001263,HP:0002827,HP:0005961,HP:0001252,HP:0001249,HP:0001511,HP:0002808,HP:0003572,HP:0000272,HP:0000303,HP:0030774,HP:0001643,HP:0005301,HP:0007495,HP:0100678,HP:0000411,HP:0001684,HP:0004220,HP:0010107,HP:0000963,HP:0001337,HP:0000325,HP:0001629",1,-95.429443359375
ALDH18A1,"HP:0001999,HP:0003487,HP:0000750,HP:0002460,HP:0002066,HP:0001263,HP:0006938,HP:0000252,HP:0001324,HP:0100515,HP:0002174,HP:0003701,HP:0002317,HP:0007350,HP:0000016,HP:0030051",1,-59.14313507080078
ALDH18A1,"HP:0000519,HP:0001508,HP:0001987,HP:0000974,HP:0500163,HP:0500139,HP:0001252,HP:0002540,HP:0001249,HP:0002344,HP:0002013,HP:0001382",1,-72.08970642089844
ALDH18A1,"HP:0001999,HP:0003487,HP:0009027,HP:0003700,HP:0001510,HP:0001249,HP:0002371,HP:0000252,HP:0001270,HP:0002344,HP:0002200,HP:0002273,HP:0002317,HP:0007350,HP:0000020",2,-65.61427307128906
ALDH18A1,"HP:0000463,HP:0100545,HP:0012453,HP:0003561,HP:0001623,HP:0000973,HP:0000490,HP:0005280,HP:0009110,HP:0011359,HP:0002015,HP:0002987,HP:0002007,HP:0000348,HP:0000218,HP:0000023,HP:0100679,HP:0000347,HP:0002828,HP:0001562,HP:0007727,HP:0007759,HP:0001655,HP:0011682,HP:0002033,HP:0100678,HP:0005328,HP:0002098,HP:0001250,HP:0001525,HP:0008846,HP:0003196,HP:0001518,HP:0002209,HP:0000883,HP:0000963,HP:0000233,HP:0000430",1,-114.36621856689453
ALDH18A1,"HP:0001181,HP:0001274,HP:0001650,HP:0009815,HP:0003561,HP:0001374,HP:0007957,HP:0000973,HP:0010648,HP:0030750,HP:0001382,HP:0009800,HP:0000252,HP:0040187,HP:0010557,HP:0007495,HP:0100678,HP:0000411,HP:0012330,HP:0004887,HP:0001250,HP:0003026,HP:0000773,HP:0001195,HP:0001518,HP:0000963",1,-96.83072662353516
ALG1,"HP:0000306,HP:0001321,HP:0011968,HP:0001263,HP:0001252,HP:0000252,HP:0008897,HP:0001250,HP:0000233,HP:0000505",1,-33.353572845458984
ALG1,"HP:0012443,HP:0006817,HP:0009815,HP:0008677,HP:0000028,HP:0000969,HP:0011968,HP:0000316,HP:0001252,HP:0000252,HP:0006879,HP:0008897,HP:0000093,HP:0000960,HP:0001250,HP:0040010",1,-49.73828887939453
ALG1,"HP:0001928,HP:0002104,HP:0002014,HP:0011968,HP:0001276,HP:0008360,HP:0001250",1,-36.278541564941406
ALG1,"HP:0001928,HP:0000618,HP:0001410,HP:0001263,HP:0001252,HP:0040187,HP:0001250",1,-34.47138595581055
ALG1,"HP:0001977,HP:0001251,HP:0008936,HP:0025722,HP:0011968,HP:0002540,HP:0000252,HP:0012736,HP:0007663,HP:0001250",1,-42.44466781616211
ALG1,"HP:0001263,HP:0008947,HP:0001249,HP:0005484,HP:0000486",6,-25.44316291809082
ALG1,"HP:0001928,HP:0002059,HP:0000252,HP:0033349,HP:0025405",1,-28.296876907348633
ALG1,"HP:0002015,HP:0001508,HP:0001252,HP:0000252,HP:0011342,HP:0001250",6,-23.716243743896484
ALG11,"HP:0007695,HP:0012444,HP:0000961,HP:0012448,HP:0002714,HP:0010851,HP:0001298,HP:0011968,HP:0000666,HP:0000252,HP:0000347,HP:0001250,HP:0000954,HP:0010307,HP:0032792",1,-62.61625671386719
ALG11,"HP:0000504,HP:0002353,HP:0200134,HP:0002123,HP:0001263,HP:0001276,HP:0003593,HP:0400004,HP:0000252,HP:0000545",4,-45.64999008178711
ALG11,"HP:0008936,HP:0020045,HP:0001263,HP:0001252,HP:0001249,HP:0001250",1,-18.799985885620117
ALG11,"HP:0011073,HP:0001001,HP:0000958,HP:0020045,HP:0001263,HP:0000348,HP:0001276,HP:0001252,HP:0001249,HP:0000952,HP:0000343,HP:0000347,HP:0002650,HP:0001250,HP:0005968,HP:0012760",1,-56.595184326171875
ALG11,"HP:0008936,HP:0002069,HP:0002059,HP:0010851,HP:0200134,HP:0000565,HP:0001508,HP:0011968,HP:0001263,HP:0001276,HP:0012469,HP:0000252,HP:0500087,HP:0000556,HP:0000407",1,-54.99083709716797
ALG11,"HP:0003256,HP:0012444,HP:0006808,HP:0002673,HP:0002812,HP:0001508,HP:0001263,HP:0001347,HP:0001252,HP:0003593,HP:0003186,HP:0001250,HP:0000486,HP:0033725,HP:0000505",1,-52.42936325073242
ALG11,"HP:0010490,HP:0008936,HP:0003487,HP:0005348,HP:0000252,HP:0000347,HP:0007616,HP:0500087,HP:0000556,HP:0008625,HP:0000340,HP:0002789,HP:0001537",1,-68.8824691772461
ALG11,"HP:0001508,HP:0001263,HP:0001252,HP:0003593,HP:0012469,HP:0003186",1,-30.150022506713867
ALG11,"HP:0003160,HP:0020045,HP:0001263,HP:0001249,HP:0001250,HP:0012760",1,-28.161775588989258
ALG11,"HP:0003160,HP:0001001,HP:0009553,HP:0000504,HP:0003819,HP:0001508,HP:0011968,HP:0001263,HP:0000348,HP:0003186,HP:0000252,HP:0001250,HP:0005968",1,-50.09494400024414
ALG11,"HP:0003160,HP:0008936,HP:0007598,HP:0002069,HP:0002059,HP:0010851,HP:0200134,HP:0001347,HP:0002079,HP:0000252,HP:0032794,HP:0012758,HP:0000407,HP:0001257",1,-47.95681381225586
ALG11,"HP:0003256,HP:0012444,HP:0002673,HP:0002812,HP:0001263,HP:0001252,HP:0003593,HP:0001250,HP:0000486,HP:0000505",1,-38.617034912109375
ALG12,"HP:0001999,HP:0003256,HP:0010055,HP:0000286,HP:0001263,HP:0002079,HP:0001252,HP:0000426,HP:0000154",1,-39.65989303588867
ALG12,"HP:0001999,HP:0003256,HP:0008619,HP:0001320,HP:0004313,HP:0001263,HP:0003073,HP:0001943,HP:0002902,HP:0002557,HP:0000047,HP:0001252,HP:0003186,HP:0000252,HP:0001302,HP:0001643,HP:0001852,HP:0000046,HP:0001762,HP:0001873,HP:0001629,HP:0002119",1,-67.19479370117188
ALG12,"HP:0000028,HP:0000286,HP:0001263,HP:0001252,HP:0003186,HP:0000054,HP:0001852,HP:0001762,HP:0000325",1,-38.61239242553711
ALG12,"HP:0001999,HP:0000490,HP:0001508,HP:0001263,HP:0001510,HP:0000252,HP:0500041,HP:0001562,HP:0011344,HP:0001285",1,-49.40164566040039
ALG12,HP:0001249,1619,-6.447320938110352
ALG12,"HP:0001999,HP:0000377,HP:0001263,HP:0001252,HP:0000252,HP:0003645,HP:0000322",1,-30.669858932495117
ALG12,"HP:0001776,HP:0003316,HP:0000444,HP:0011800,HP:0009623,HP:0003049",3,-45.18890380859375
ALG12,"HP:0002719,HP:0002650,HP:0001629",32,-16.152599334716797
ALG12,"HP:0001999,HP:0008689,HP:0001263,HP:0001510,HP:0000998,HP:0001252,HP:0000252,HP:0000054,HP:0002719,HP:0001250,HP:0000486,HP:0001382",2,-42.69996643066406
ALG12,"HP:0001999,HP:0001508,HP:0011968,HP:0001252,HP:0000252,HP:0002719,HP:0011344",8,-27.21319007873535
ALG14,"HP:0003551,HP:0002460,HP:0000577,HP:0002359,HP:0003324,HP:0003121,HP:0003722,HP:0003701,HP:0100360",2,-37.00442886352539
ALG14,"HP:0001623,HP:0002059,HP:0001558,HP:0012448,HP:0010851,HP:0003457,HP:0002521,HP:0008947,HP:0012469,HP:0030799,HP:0011807,HP:0003554",1,-49.886962890625
ALG14,"HP:0001344,HP:0001166,HP:0000581,HP:0002059,HP:0001558,HP:0012448,HP:0010851,HP:0008947,HP:0034392,HP:0034671,HP:0000774,HP:0001561,HP:0001250,HP:0001762,HP:0010516,HP:0000262,HP:0010602,HP:0006610",1,-66.91362762451172
ALG14,"HP:0002104,HP:0002059,HP:0000961,HP:0002015,HP:0002353,HP:0011471,HP:0002421,HP:0000508,HP:0001250,HP:0006829",1,-49.06903076171875
ALG14,"HP:0001344,HP:0000718,HP:0000739,HP:0000717,HP:0000280,HP:0001263,HP:0000752,HP:0012469,HP:0010864,HP:0000303,HP:0001250,HP:0000742",3,-48.34778594970703
ALG14,"HP:0002069,HP:0000365,HP:0000319",119,-25.29373550415039
ALG14,"HP:0034677,HP:0001776,HP:0001558,HP:0034391,HP:0007359,HP:0000218,HP:0008947,HP:0034392,HP:0034671,HP:0000347,HP:0000508,HP:0034295,HP:0000474,HP:0005180,HP:0002119",1,-62.13938522338867
ALG14,"HP:0001344,HP:0002059,HP:0012448,HP:0002015,HP:0011196,HP:0000218,HP:0000369,HP:0002828,HP:0000508,HP:0002100,HP:0002747,HP:0001250,HP:0006829",1,-49.19233322143555
ALG2,"HP:0002014,HP:0011097,HP:0012368,HP:0001263,HP:0000218,HP:0000821,HP:0001249,HP:0003186,HP:0000369,HP:0000252,HP:0000817,HP:0000407,HP:0006829,HP:0004322,HP:0033725,HP:0003642,HP:0000431",1,-65.86351013183594
ALG2,"HP:0001776,HP:0011968,HP:0001252,HP:0030205,HP:0001601,HP:0003701",1,-34.44614791870117
ALG2,"HP:0008959,HP:0002527,HP:0003473,HP:0002938,HP:0003701,HP:0003691,HP:0002515",2,-30.3380069732666
ALG2,"HP:0000518,HP:0020045,HP:0001249,HP:0000612,HP:0000252,HP:0003642,HP:0000431",1,-32.44129943847656
ALG2,"HP:0001348,HP:0000518,HP:0012448,HP:0001263,HP:0000612,HP:0003645,HP:0034295,HP:0001929,HP:0001250,HP:0003642",1,-51.886207580566406
ALG3,"HP:0001999,HP:0002438,HP:0011968,HP:0001263,HP:0000252,HP:0001250,HP:0000505",1,-22.331336975097656
ALG3,"HP:0012443,HP:0002804,HP:0012385,HP:0001272,HP:0001410,HP:0001249,HP:0000252,HP:0001357,HP:0002421,HP:0000817,HP:0002650,HP:0001250",1,-39.845909118652344
ALG3,"HP:0001344,HP:0002804,HP:0001272,HP:0002353,HP:0011097,HP:0001263,HP:0009473,HP:0001141,HP:0001762",1,-40.489280700683594
ALG3,"HP:0001999,HP:0001028,HP:0001252,HP:0000252,HP:0002421,HP:0000817,HP:0001250",1,-31.48064422607422
ALG3,"HP:0012443,HP:0001999,HP:0001272,HP:0011968,HP:0001276,HP:0001252,HP:0001249,HP:0000938,HP:0002650,HP:0001250",1,-27.44980239868164
ALG3,"HP:0001679,HP:0001999,HP:0002804,HP:0001272,HP:0001410,HP:0011968,HP:0001252,HP:0001249,HP:0000938,HP:0001250",1,-32.28772735595703
ALG3,"HP:0012443,HP:0012373,HP:0001999,HP:0002804,HP:0001272,HP:0001249,HP:0001250,HP:0001762",1,-24.309368133544922
ALG6,HP:0001263,27,-2.759913206100464
ALG6,HP:0001263,27,-2.7599129676818848
ALG6,HP:0001263,27,-2.759913206100464
ALG6,HP:0001263,27,-2.759913206100464
ALG6,"HP:0006846,HP:0001263",19,-12.712387084960938
ALG6,HP:0001263,27,-2.759913206100464
ALG6,HP:0001263,27,-2.759913206100464
ALG6,"HP:0006829,HP:0005831",3,-18.272628784179688
ALG6,HP:0001263,27,-2.7599129676818848
ALG6,"HP:0005562,HP:0001407",9,-13.864242553710938
ALG6,"HP:0006557,HP:0005562",4,-13.15943431854248
ALG6,HP:0005562,2,-6.655059337615967
ALG6,HP:0006557,3,-7.971845626831055
ALG6,"HP:0006557,HP:0012581",12,-16.50023078918457
ALG6,HP:0006557,3,-7.971845626831055
ALG6,HP:0006557,3,-7.971845626831055
ALG6,HP:0005562,2,-6.655059337615967
ALG6,HP:0005562,2,-6.655059337615967
ALG6,HP:0006557,3,-7.971845626831055
ALG8,"HP:0001407,HP:0006557,HP:0000107",5,-13.282109260559082
ALG8,"HP:0001407,HP:0000107",2,-10.408378601074219
ALG8,"HP:0001407,HP:0006557,HP:0000107",5,-13.282109260559082
ALG8,"HP:0001407,HP:0006557",4,-9.298563957214355
ALG8,"HP:0001407,HP:0006557,HP:0000107",5,-13.282109260559082
ALG8,"HP:0001407,HP:0000107",2,-10.408378601074219
ALG8,"HP:0001407,HP:0006557,HP:0000107",5,-13.282110214233398
ALG9,HP:0005562,13,-8.510909080505371
ALG9,"HP:0000776,HP:0011458",118,-14.509967803955078
ALG9,"HP:0012581,HP:0001407",15,-15.344327926635742
ALG9,HP:0005562,13,-8.510909080505371
ALG9,HP:0005562,13,-8.510909080505371
ALG9,HP:0005562,13,-8.510909080505371
ALG9,HP:0005562,13,-8.510909080505371
ALPK3,"HP:0001999,HP:0001640,HP:0000218,HP:0001639,HP:0001712,HP:0000369,HP:0001653",1,-26.20989227294922
ALPK3,"HP:0010296,HP:0002835,HP:0000476,HP:0010862,HP:0002194,HP:0000750,HP:0001644,HP:0002015,HP:0001639,HP:0001252,HP:0001601,HP:0002870,HP:0012664,HP:0004482,HP:0004322,HP:0001699,HP:0000220",1,-78.29613494873047
ALPK3,"HP:0001711,HP:0200128,HP:0000961,HP:0002093",9,-22.21292495727539
ALPK3,"HP:0001644,HP:0008180,HP:0012664,HP:0003691",3,-28.265336990356445
ALPK3,"HP:0003124,HP:0001639,HP:0003304,HP:0001297",15,-36.16541290283203
ALPK3,"HP:0001644,HP:0004308",39,-13.336770057678223
ALPK3,HP:0005157,21,-10.119515419006348
ALPK3,"HP:0008936,HP:0005617,HP:0000592,HP:0000337,HP:0000175,HP:0030084,HP:0001644,HP:0200021,HP:0000494,HP:0012472,HP:0020049,HP:0012368,HP:0005469,HP:0000293,HP:0001639,HP:0025169,HP:0000343,HP:0000369,HP:0000308,HP:0001655,HP:0000767,HP:0000520,HP:0012664,HP:0002098,HP:0002000,HP:0000470,HP:0025263,HP:0009928,HP:0000233,HP:0000325,HP:0005180,HP:0007687",1,-76.53886413574219
ALPK3,"HP:0006844,HP:0001771,HP:0000193,HP:0001640,HP:0007099,HP:0000750,HP:0002987,HP:0000218,HP:0001639,HP:0000369,HP:0002162,HP:0000272,HP:0000160,HP:0001763,HP:0002650,HP:0004322,HP:0410031,HP:0003396,HP:0000465",1,-63.366172790527344
ALPK3,"HP:0001635,HP:0001644,HP:0001712,HP:0001653,HP:0001657,HP:0004322",1,-28.32676124572754
ALPK3,"HP:0001712,HP:0001040",1,-20.55699920654297
ALPK3,"HP:0000766,HP:0000175,HP:0001822,HP:0001639,HP:0001377,HP:0012817,HP:0002650,HP:0006315",1,-38.50168228149414
ALPK3,"HP:0002536,HP:0001631,HP:0000193,HP:0000175,HP:0001644,HP:0005684,HP:0001508,HP:0001263,HP:0001789,HP:0000316,HP:0001639,HP:0001252,HP:0010880,HP:0000369,HP:0000347,HP:0000278,HP:0009778,HP:0000582,HP:0000465,HP:0006610,HP:0000445",1,-65.41767883300781
ALPK3,"HP:0001999,HP:0001659,HP:0001640,HP:0000218,HP:0001639,HP:0000966,HP:0030682,HP:0000369,HP:0001653,HP:0001643,HP:0001655,HP:0001649,HP:0002789,HP:0005180",1,-56.65742111206055
ALPK3,"HP:0001644,HP:0000316",3,-9.947593688964844
ALPK3,"HP:0001681,HP:0002875,HP:0000666,HP:0001639,HP:0001252,HP:0031295,HP:0032092,HP:0000602,HP:0001962,HP:0001271,HP:0001657,HP:0100598,HP:0012664,HP:0001279,HP:0040265,HP:0004756",1,-73.84906768798828
ALPK3,"HP:0001999,HP:0005162,HP:0008936,HP:0008689,HP:0000337,HP:0000175,HP:0003700,HP:0001263,HP:0001510,HP:0030043,HP:0001639,HP:0001657,HP:0012664,HP:0002650,HP:0000470,HP:0001645",1,-49.779380798339844
ALPK3,HP:0001639,37,-5.1493144035339355
ALPK3,"HP:0001670,HP:0001712",7,-12.391267776489258
ALPL,HP:0002757,13,-6.725448131561279
ALPL,"HP:0003326,HP:0004349",1,-10.759211540222168
ALPL,"HP:0000704,HP:0003326",1,-16.823638916015625
ALPL,HP:0002757,13,-6.7254486083984375
ALPL,HP:0002757,13,-6.725448131561279
ALPL,HP:0002757,13,-6.725448131561279
ALPL,HP:0002757,13,-6.725447654724121
ALPL,HP:0003326,39,-6.818549156188965
ALPL,HP:0003326,39,-6.818548679351807
ALPL,"HP:0002076,HP:0003326,HP:0005864",2,-22.561281204223633
ALPL,HP:0002757,13,-6.725448131561279
ALPL,"HP:0003282,HP:0003239,HP:0006323",1,-25.592266082763672
ALPL,"HP:0004348,HP:0001363,HP:0010683,HP:0006480",1,-24.235137939453125
ALPL,"HP:0100717,HP:0006297,HP:0006357",11,-23.17504119873047
ALPL,"HP:0001547,HP:0006462,HP:0010683,HP:0004887",1,-24.480409622192383
ALPL,"HP:0011849,HP:0000919,HP:0004325,HP:0005474,HP:0040195,HP:0001508,HP:0001290,HP:0003072,HP:0000239,HP:0010683,HP:0003021,HP:0003239",1,-47.68328857421875
ALPL,"HP:0003282,HP:0001561,HP:0002098,HP:0003097,HP:0000883",2,-29.98956298828125
ALPL,"HP:0010683,HP:0003239",1,-20.94925880432129
ALS2,"HP:0007256,HP:0007354,HP:0003693,HP:0001260,HP:0007024,HP:0001258",1,-30.38970184326172
ALS2,"HP:0007354,HP:0002425,HP:0002015,HP:0000273,HP:0007325,HP:0002179,HP:0002544,HP:0003202,HP:0001257,HP:0001285",1,-43.006282806396484
ALS2,"HP:0002425,HP:0002540",1,-12.635929107666016
ALS2,"HP:0001260,HP:0001763",86,-13.970111846923828
ALS2,"HP:0007354,HP:0002425,HP:0003487,HP:0031936,HP:0003693,HP:0002307,HP:0002015,HP:0000748,HP:0002505,HP:0007024,HP:0003202,HP:0002064,HP:0001285,HP:0000183",1,-52.04818344116211
ALS2,"HP:0011448,HP:0003487,HP:0001348,HP:0001260,HP:0001276,HP:0000748,HP:0033683,HP:0001376,HP:0002191,HP:0002650,HP:0000183,HP:0033466",1,-48.404747009277344
ALS2,HP:0002425,1,-6.637468338012695
ALS2,"HP:0002425,HP:0003487,HP:0002169,HP:0002816,HP:0001250,HP:0001257",1,-30.633567810058594
ALS2,"HP:0002425,HP:0002505",1,-14.838163375854492
ALS2,"HP:0007354,HP:0002425,HP:0007325,HP:0001263,HP:0006915,HP:0003121,HP:0000252,HP:0000639,HP:0002650,HP:0001264,HP:0001257",1,-37.511505126953125
ALS2,"HP:0002425,HP:0003487,HP:0002169,HP:0009027,HP:0001257",1,-22.433143615722656
ALX1,"HP:0100840,HP:0007633,HP:0000316,HP:0000636",1,-18.00535011291504
ALX1,"HP:0000581,HP:0011095,HP:0000508,HP:0000582,HP:0000431",1,-20.955190658569336
ALX3,"HP:0000316,HP:0000431",30,-7.521392822265625
ALX3,"HP:0000678,HP:0000601",1,-13.683000564575195
ALX3,"HP:0000288,HP:0000456,HP:0005278",1,-15.799471855163574
ALX3,"HP:0000175,HP:0006946",1,-18.11260414123535
AMACR,"HP:0002069,HP:0001260,HP:0002066,HP:0002070,HP:0001350,HP:0002317",78,-30.089075088500977
AMACR,"HP:0003256,HP:0002573",10,-18.774639129638672
AMACR,"HP:0003438,HP:0002381,HP:0001289,HP:0003236,HP:0002384,HP:0012377,HP:0001269,HP:0001324,HP:0003326,HP:0001271,HP:0000488,HP:0003201,HP:0100753",1,-62.69294357299805
AMACR,"HP:0003388,HP:0000821,HP:0001257",23,-23.852258682250977
AMACR,"HP:0002039,HP:0000741,HP:0002069,HP:0012229,HP:0001259,HP:0001289,HP:0000716,HP:0001945,HP:0010521,HP:0001269,HP:0002354,HP:0001268,HP:0031179,HP:0000736,HP:0002317,HP:0001824,HP:0002381",1,-66.90835571289062
AMACR,"HP:0000708,HP:0007302,HP:0001289,HP:0000716,HP:0001260,HP:0003236,HP:0031846,HP:0000771,HP:0000218,HP:0003201,HP:0100806,HP:5200321",1,-61.870094299316406
AMACR,"HP:0007703,HP:0002381,HP:0030341,HP:0030344,HP:0040171,HP:0001298,HP:0001290,HP:0001269,HP:0000815,HP:0002375,HP:0001265,HP:0002383,HP:0002352,HP:0009831,HP:0006976,HP:0001250",1,-61.113040924072266
AMACR,"HP:0000815,HP:0011342,HP:0007663,HP:0001250,HP:0007141,HP:0000505",1,-30.383094787597656
AMACR,"HP:0001081,HP:0000577,HP:0003593,HP:0001328",1,-33.387542724609375
AMACR,"HP:0000518,HP:0001260,HP:0010628,HP:0007359,HP:0002346,HP:0200085,HP:0009830,HP:0000580,HP:0007335,HP:0001250,HP:0000763,HP:0005978,HP:0002381",1,-39.895484924316406
AMACR,"HP:0002099,HP:0000618,HP:0000518,HP:0000716,HP:0001260,HP:0001347,HP:0001249,HP:0002080,HP:0002076,HP:0000648,HP:0002174,HP:0000510",1,-50.390716552734375
AMER1,"HP:0002990,HP:0031367,HP:0000202,HP:0002694",1,-26.605972290039062
AMER1,"HP:0000365,HP:0000256,HP:0031367,HP:0011800,HP:0000202,HP:0002694,HP:0004322",1,-32.57989501953125
AMER1,"HP:0001627,HP:0000365,HP:0000316,HP:0000256,HP:0031367,HP:0012758,HP:0002694,HP:0002119",1,-31.262109756469727
AMER1,"HP:0001627,HP:0000463,HP:0009836,HP:0002990,HP:0000343,HP:0000369,HP:0000256,HP:0031367,HP:0001539,HP:0000202",1,-38.81315231323242
AMER1,"HP:0001627,HP:0011426,HP:0000365,HP:0031367,HP:0012758,HP:0001561,HP:0002694,HP:0002119",1,-41.085357666015625
AMER1,"HP:0001627,HP:0000463,HP:0002990,HP:0000365,HP:0004383,HP:0002566,HP:0000343,HP:0000256,HP:0031367,HP:0000308,HP:0002694",1,-45.875789642333984
AMER1,"HP:0001627,HP:0000463,HP:0001631,HP:0005464,HP:0000268,HP:0003038,HP:0034681,HP:0000365,HP:0000316,HP:0000668,HP:0002079,HP:0011001,HP:0000343,HP:0000369,HP:0000256,HP:0031367,HP:0012758,HP:0000202,HP:0001643,HP:0001250,HP:0001537",1,-52.02262878417969
AMER1,"HP:0000365,HP:0000256,HP:0031367,HP:0000202,HP:0011220,HP:0002694",1,-26.780357360839844
AMER1,"HP:0006487,HP:0009836,HP:0002990,HP:0031367,HP:0001539,HP:0002694",1,-38.766719818115234
AMER1,"HP:0000256,HP:0000202,HP:0002119",2,-14.307866096496582
ANAPC1,"HP:0001118,HP:0007776,HP:0000164,HP:0001597,HP:0000924",1,-20.692834854125977
ANAPC1,"HP:0001118,HP:0005775",1,-12.432947158813477
ANAPC1,"HP:0001118,HP:0200102,HP:0000164,HP:0004322",1,-18.350093841552734
ANAPC1,"HP:0001118,HP:0007776,HP:0000135,HP:0011342",1,-25.59877586364746
ANAPC1,"HP:0001118,HP:0200102",1,-12.8731689453125
ANAPC1,"HP:0001118,HP:0007776,HP:0000164,HP:0001597,HP:0000924",1,-20.692832946777344
ANAPC1,"HP:0001118,HP:0007776",1,-15.952474594116211
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.926460266113281
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANG,HP:0007354,2,-4.9264607429504395
ANGPTL3,"HP:0003233,HP:0003563,HP:0012153",1,-8.28293228149414
ANGPTL3,"HP:0003233,HP:0003563,HP:0012153",1,-8.28293228149414
ANGPTL3,"HP:0003233,HP:0003563,HP:0012153",1,-8.28293228149414
ANGPTL3,HP:0045014,2,-3.6899116039276123
ANGPTL3,"HP:0003233,HP:0003563,HP:0032318,HP:0012153",1,-12.223296165466309
ANGPTL3,"HP:0003563,HP:0003146",1,-7.285769462585449
ANGPTL3,"HP:0003233,HP:0003563,HP:0012153",1,-8.28293228149414
ANK1,"HP:0001903,HP:0005502,HP:0001744",8,-12.818964958190918
ANK1,"HP:0001878,HP:0002904,HP:0005502,HP:0001923",6,-18.570077896118164
ANK1,HP:0001878,4,-5.916010856628418
ANK1,HP:0001878,4,-5.916011333465576
ANK1,"HP:0001878,HP:0000952,HP:0001744",4,-13.214235305786133
ANK1,HP:0001878,4,-5.916011333465576
ANK1,HP:0001878,4,-5.916011333465576
ANK1,HP:0001878,4,-5.916011333465576
ANK2,HP:0000717,13,-5.459608554840088
ANK2,HP:0000717,13,-5.459608554840088
ANK2,"HP:0001263,HP:0000252,HP:0001250,HP:0000718",29,-14.548622131347656
ANK2,HP:0000717,13,-5.459608554840088
ANK2,"HP:0001999,HP:0000717,HP:0002342,HP:0007141",1,-20.849773406982422
ANK2,HP:0000717,13,-5.459608554840088
ANK2,HP:0000717,13,-5.459608554840088
ANK2,HP:0001249,118,-3.3696911334991455
ANK2,"HP:0004758,HP:0001279",5,-13.1991605758667
ANK2,"HP:0001695,HP:0031677",6,-8.079029083251953
ANK2,HP:0031677,7,-8.051055908203125
ANKRD1,HP:0001639,7,-2.6724116802215576
ANKRD1,HP:0001639,7,-2.6724116802215576
ANKRD1,HP:0001639,7,-2.6724116802215576
ANKRD1,HP:0001639,7,-2.6724116802215576
ANKRD1,HP:0001639,7,-2.6724116802215576
ANKRD1,HP:0001631,5,-4.370181560516357
ANKRD11,"HP:0010720,HP:0000729,HP:0001156,HP:0030084,HP:0000028,HP:0000316,HP:0001249,HP:0002650,HP:0004322,HP:0000664",1,-30.720294952392578
ANKRD11,"HP:0000463,HP:0001572,HP:0012758,HP:0000311,HP:0001250",1,-17.155241012573242
ANKRD11,"HP:0030084,HP:0012569,HP:0000819,HP:0001249,HP:0001572,HP:0012758,HP:0002650,HP:0004322",1,-28.989965438842773
