GENE,PHENOTYPES,RANK,SCORE
RFX3,HP:0000717,5,-4.212742805480957
RFX3,"HP:0001999,HP:0000717,HP:0000750,HP:0001249",1,-8.699809074401855
RFX3,HP:0000717,5,-4.212742805480957
RFX3,"HP:0001999,HP:0007018,HP:0000708,HP:0000717,HP:0001263,HP:0000256",1,-13.081209182739258
RFX3,"HP:0001999,HP:0007018,HP:0000708,HP:0000717,HP:0000750,HP:0000738,HP:0001249,HP:0000256,HP:0100754",1,-18.86084747314453
RFX3,"HP:0007018,HP:0000708,HP:0000717,HP:0001263,HP:0000256",1,-12.58207893371582
RFX5,"HP:0005479,HP:0003460,HP:0002850,HP:0031381,HP:0005407",1,-26.705913543701172
RFX5,"HP:0004315,HP:0003460,HP:0002850,HP:0005407,HP:0001508,HP:0001263,HP:0001433",1,-31.18678092956543
RFX6,HP:0004904,1,-5.597118854522705
RFX6,HP:0004904,1,-5.597118854522705
RFX6,HP:0000819,4,-2.3968846797943115
RFX6,"HP:0000819,HP:0004904",1,-5.597119331359863
RFX6,HP:0004904,1,-5.597118854522705
RFX6,HP:0000819,4,-2.3968846797943115
RFXANK,"HP:0007041,HP:0003819,HP:0032218,HP:0001508,HP:0004385,HP:0031691",1,-35.789180755615234
RFXANK,"HP:0005387,HP:0002014,HP:0001508,HP:0002719",1,-15.423534393310547
RFXANK,"HP:0005387,HP:0002014,HP:0001508,HP:0002719",1,-15.42353343963623
RFXANK,"HP:0005387,HP:0002014,HP:0001508,HP:0002719",1,-15.42353343963623
RFXANK,"HP:0032218,HP:0001875,HP:0000388,HP:0003139,HP:0020102,HP:0005403",1,-30.514646530151367
RFXANK,"HP:0002720,HP:0004315,HP:0002850,HP:0002014,HP:0002094,HP:0001945,HP:0002090",7,-28.878381729125977
RFXANK,"HP:0005387,HP:0002014,HP:0001508,HP:0002719",1,-15.423534393310547
RFXANK,"HP:0020087,HP:0033351,HP:0002028,HP:0001508,HP:0002240,HP:0000388,HP:0002090,HP:0005406,HP:0002878,HP:0000246",1,-39.536346435546875
RFXANK,"HP:0012735,HP:0001522,HP:0032218,HP:0002094,HP:0032247,HP:0020102",1,-35.15740203857422
RFXAP,"HP:0011839,HP:0001508,HP:0002090,HP:0002842",1,-19.479873657226562
RFXAP,"HP:0001903,HP:0010515,HP:0020102,HP:0002090,HP:0005401",1,-27.62322998046875
RFXAP,"HP:0011839,HP:0002028,HP:0001508,HP:0002090,HP:0005401",1,-19.953784942626953
RFXAP,"HP:0030813,HP:0030830,HP:0002720,HP:0004315,HP:0032218,HP:0002014,HP:0001945,HP:0001510,HP:0001433,HP:0005401",1,-43.68966293334961
RFXAP,"HP:0002028,HP:0032218,HP:0000823,HP:0001508,HP:0000821,HP:0000938,HP:0005401,HP:0100651",1,-37.17012405395508
RFXAP,"HP:0011950,HP:0004313",5,-13.0262451171875
RFXAP,"HP:0002014,HP:0004395,HP:0000388,HP:0002788",8,-20.225624084472656
RGS9,"HP:0000512,HP:0000646,HP:0030511,HP:0030512,HP:0000639,HP:0000613",1,-9.489609718322754
RGS9,"HP:0000512,HP:0030511,HP:0030512,HP:0000639,HP:0000613",1,-5.070925235748291
RGS9,"HP:0000512,HP:0030511,HP:0030512,HP:0000639,HP:0000613",1,-5.070925235748291
RGS9,"HP:0000512,HP:0030511,HP:0030512,HP:0000613,HP:0007663",1,-6.994028568267822
RGS9,"HP:0000512,HP:0030511,HP:0030512,HP:0000639,HP:0000613",1,-5.070925235748291
RHBDF2,"HP:0011459,HP:0000982",1,-7.28819465637207
RHBDF2,"HP:0011459,HP:0002745,HP:0000982",1,-11.314138412475586
RHBDF2,HP:0000972,3,-3.84700345993042
RHBDF2,"HP:0002745,HP:0010765,HP:0007556",2,-10.620829582214355
RHBDF2,"HP:0011459,HP:0010765,HP:0007556",1,-8.570307731628418
RHOBTB2,"HP:0100022,HP:0008936,HP:0010864,HP:0006895,HP:0001250",1,-23.130342483520508
RHOBTB2,"HP:0001344,HP:0001272,HP:0012194,HP:0010864",1,-27.508424758911133
RHOBTB2,"HP:0000717,HP:0012168,HP:0010864,HP:0001250",3,-26.69672203063965
RHOBTB2,"HP:0001272,HP:0002187,HP:0001250",17,-18.212936401367188
RHOBTB2,"HP:0000750,HP:0000316,HP:0002342,HP:0000256",28,-23.213518142700195
RHOBTB2,"HP:0001298,HP:0001256",21,-14.481534004211426
RHOBTB2,"HP:0000280,HP:0000752,HP:0012469",8,-20.148672103881836
RHOBTB2,"HP:0001272,HP:0012448,HP:0010864,HP:0001250,HP:0002510",3,-25.921627044677734
RHOBTB2,"HP:0012433,HP:0000750,HP:0000748",12,-16.228485107421875
RHOBTB2,"HP:0034435,HP:0003763,HP:0001510,HP:0007328,HP:0000733,HP:0002322,HP:0001250,HP:0002360",6,-39.59206771850586
RHOBTB2,"HP:0002500,HP:0100022,HP:0001344,HP:0002376,HP:0001252,HP:0001250,HP:0002133,HP:0000179",1,-27.55565643310547
RHOBTB2,"HP:0001344,HP:0008936,HP:0001321,HP:0000490,HP:0001269,HP:0010864,HP:0002509,HP:0000733,HP:0001250,HP:0045075,HP:0033725",1,-41.82870864868164
RHOBTB2,"HP:0002342,HP:0001336",34,-13.88239574432373
RHOBTB2,"HP:0001344,HP:0008936,HP:0002019,HP:0001347,HP:0100785,HP:0010864,HP:0002509,HP:0000657,HP:0002268,HP:0001250,HP:0000687",1,-52.884517669677734
RHOBTB2,"HP:0001344,HP:0012448,HP:0000286,HP:0002197,HP:0010864,HP:0002268",1,-28.070411682128906
RHOBTB2,"HP:0001344,HP:0001332,HP:0002187,HP:0040292,HP:0000400,HP:0000347,HP:0002133,HP:0033725,HP:0002119",1,-44.45247268676758
RHOBTB2,"HP:0002376,HP:0001252,HP:0002342,HP:0002268,HP:0001250,HP:0011099",1,-26.527875900268555
RHOBTB2,HP:0001332,113,-5.453433990478516
RHOBTB2,"HP:0001256,HP:0002463,HP:0012758",89,-11.232220649719238
RHOBTB2,"HP:0002342,HP:0002370,HP:0001250",4,-16.138103485107422
RHOBTB2,"HP:0002305,HP:0012444,HP:0100704,HP:0010864,HP:0001250,HP:0002510",6,-32.789833068847656
RHOBTB2,"HP:0034435,HP:0001344,HP:0008936,HP:0003763,HP:0002072,HP:0000748,HP:0010864,HP:0006895,HP:0000400,HP:0002133",1,-49.79660415649414
RHOBTB2,"HP:0001344,HP:0025112,HP:0000455,HP:0000490,HP:0001332,HP:0002553,HP:0001252,HP:0010864,HP:0000294,HP:0000733,HP:0001250,HP:0100716",1,-40.203636169433594
RHOBTB2,"HP:0012194,HP:0002342",2,-21.285560607910156
RHOBTB2,"HP:0000286,HP:0012758,HP:0001250",31,-8.537613868713379
RHOBTB2,"HP:0000750,HP:0000252,HP:0012758,HP:0001250,HP:0100716",20,-16.373958587646484
RHOBTB2,"HP:0001263,HP:0002317",361,-13.948901176452637
RHOBTB2,"HP:0000750,HP:0001256,HP:0001250",23,-11.83554744720459
RHOBTB2,"HP:0001249,HP:0001250",108,-5.387945175170898
RHOBTB2,"HP:0001251,HP:0000750,HP:0001252,HP:0001250",17,-12.298291206359863
RHOBTB2,"HP:0001251,HP:0001249,HP:0001250",75,-8.787064552307129
RHOBTB2,"HP:0008936,HP:0000750,HP:0002509,HP:0012758,HP:0001250",1,-17.650774002075195
RHOBTB2,"HP:0000750,HP:0000752,HP:0001276,HP:0001249,HP:0001250",18,-14.956247329711914
RHOH,"HP:0020114,HP:0025526,HP:0550004",1,-14.699955940246582
RIN2,"HP:0000765,HP:0001156,HP:0000280,HP:0000750,HP:0000212,HP:0000348,HP:0001249,HP:0040079,HP:0000256,HP:0001270,HP:0000341,HP:0007517,HP:0005989,HP:0000470,HP:0004322,HP:0008070,HP:0012471",1,-60.65544509887695
RIN2,"HP:0002500,HP:0000271,HP:0006288,HP:0000978,HP:0000280,HP:0000494,HP:0000286,HP:0000212,HP:0000348,HP:0000974,HP:0001053,HP:0000343,HP:0000256,HP:0000308,HP:0100540,HP:0001763,HP:0045075,HP:0012471,HP:0001537,HP:0012811,HP:0001382",1,-56.68131637573242
RIN2,"HP:0040211,HP:0000765,HP:0040080,HP:0000244,HP:0000978,HP:0000280,HP:0000678,HP:0000494,HP:0000286,HP:0012378,HP:0000212,HP:0002705,HP:0000348,HP:0000974,HP:0000316,HP:0001252,HP:0032153,HP:0002751,HP:0000343,HP:0002076,HP:0001054,HP:0001763,HP:0001058,HP:0000411,HP:0000278,HP:0002650,HP:0045075,HP:0002225,HP:0002209,HP:0000431",1,-75.51144409179688
RIN2,"HP:0004942,HP:0003418,HP:0000028,HP:0000973,HP:0000494,HP:0000232,HP:0000282,HP:0000212,HP:0000218,HP:0008064,HP:0040079,HP:0002751,HP:0000256,HP:0100540,HP:0034273,HP:0002650,HP:0004322,HP:0002209,HP:0001537,HP:0008661,HP:0001382",1,-60.267826080322266
RIN2,"HP:0011830,HP:0009085,HP:0007598,HP:0001156,HP:0002110,HP:0000978,HP:0000280,HP:0000678,HP:0200021,HP:0000494,HP:0012472,HP:0008232,HP:0011969,HP:0000286,HP:0000293,HP:0000212,HP:0002705,HP:0009890,HP:0000974,HP:0000316,HP:0011232,HP:0000858,HP:0001382,HP:0000343,HP:0000774,HP:0000939,HP:0001763,HP:0008209,HP:0031245,HP:0000508,HP:0001582,HP:0002650,HP:0000869,HP:0045075,HP:0002209,HP:0001649,HP:0012471,HP:0012724",1,-79.47614288330078
RIPOR2,HP:0000365,78,-4.257622241973877
RIPOR2,"HP:0008619,HP:0031936,HP:0012715,HP:0008568,HP:0001756",1,-23.227859497070312
RIPOR2,HP:0000408,39,-7.37412166595459
RLBP1,"HP:0000662,HP:0030500",3,-10.956878662109375
RLBP1,"HP:0000510,HP:0030506",4,-8.02926254272461
RLBP1,HP:0001105,40,-4.266084671020508
RLBP1,HP:0000510,36,-7.814262866973877
RLBP1,"HP:0007703,HP:0007814",6,-9.006854057312012
RLBP1,HP:0007843,56,-5.581393718719482
RMND1,"HP:0003128,HP:0001776",1,-12.74151611328125
RMND1,"HP:0011476,HP:0011342,HP:0001252",1,-19.320817947387695
RMND1,HP:0001947,6,-10.15108871459961
RMND1,"HP:0002643,HP:0001525,HP:0001252",2,-17.879098892211914
RMND1,HP:0003128,58,-4.699740409851074
RMND1,"HP:0011476,HP:0011342,HP:0001525,HP:0001947,HP:0012626",1,-31.29237174987793
RMRP,"HP:0006261,HP:0009815,HP:0005387,HP:0031381,HP:0005407,HP:0005415,HP:0001508,HP:0003025,HP:0008070",1,-44.795684814453125
RMRP,"HP:0010579,HP:0002720,HP:0031381,HP:0005415,HP:0002750,HP:0008873,HP:0002213,HP:0001510,HP:0001888,HP:0004322,HP:0008070",1,-44.935142517089844
RMRP,"HP:0001903,HP:0031381,HP:0001508,HP:0002213,HP:0032252,HP:0002719,HP:0031693,HP:0004322,HP:0005403",1,-47.6689453125
RMRP,"HP:0004313,HP:0031381,HP:0005407,HP:0005415,HP:0001888,HP:0002719,HP:0000403,HP:0004322,HP:0008070",2,-38.431053161621094
RMRP,"HP:0005387,HP:0002205,HP:0031692,HP:0005403",17,-23.420446395874023
RMRP,"HP:0031381,HP:0005407,HP:0002719,HP:0004430,HP:0004322",2,-31.8408260345459
RMRP,"HP:0002028,HP:0004313,HP:0031381,HP:0032218,HP:0003498,HP:0001508,HP:0001875,HP:0002719,HP:0006532,HP:0004430,HP:0008070,HP:0005403",1,-46.16864776611328
RMRP,"HP:0001903,HP:0031381,HP:0005407,HP:0005415,HP:0002961,HP:0001508,HP:0001888,HP:0002719,HP:0002205,HP:0008905,HP:0004322,HP:0008070",1,-43.90773391723633
RMRP,"HP:0009815,HP:0001915,HP:0006487,HP:0005387,HP:0031381,HP:0005407,HP:0005415,HP:0002014,HP:0002240,HP:0002024,HP:0002788,HP:0005257",1,-56.00798416137695
RNASEH1,"HP:0002317,HP:0002359,HP:0000709,HP:0001324,HP:0007327,HP:0002073,HP:0001488,HP:0007220,HP:0006994,HP:0003200",1,-48.83142852783203
RNASEH2A,"HP:0011968,HP:0012758,HP:0001257",14,-9.707231521606445
RNASEH2A,"HP:0001249,HP:0000252,HP:0012758,HP:0001257",45,-12.172948837280273
RNASEH2A,"HP:0011968,HP:0012758",58,-7.185967445373535
RNASEH2A,"HP:0011968,HP:0012758",58,-7.185967445373535
RNASEH2A,"HP:0002415,HP:0012758",7,-10.247370719909668
RNASEH2A,"HP:0012758,HP:0001257",17,-5.2754340171813965
RNASEH2C,HP:0000252,503,-5.391976833343506
RNASEH2C,"HP:0012448,HP:0001332,HP:0000666,HP:0000737,HP:0032988",1,-31.212013244628906
RNASEH2C,HP:0000252,503,-5.391976833343506
RNASEH2C,HP:0009710,3,-8.689129829406738
RNF168,"HP:0001251,HP:0002136,HP:0010997,HP:0002720,HP:0000958,HP:0006254,HP:0002721,HP:0000252,HP:0002878,HP:0004322,HP:0001009",1,-44.79143142700195
RNF168,"HP:0010997,HP:0004313,HP:0006254,HP:0002275,HP:0001009",1,-30.19651985168457
RNF168,"HP:0001999,HP:0010997,HP:0004313,HP:0002721,HP:0002275,HP:0004322,HP:0001328",1,-28.279277801513672
RNF40,"HP:0010883,HP:0031935,HP:0004383,HP:0001643,HP:0030718,HP:0005133,HP:0001684,HP:0005180",1,-21.98644256591797
RNF43,"HP:0003003,HP:0032222",1,-9.705850601196289
RNF43,HP:0032222,1,-8.794214248657227
RNF43,"HP:0003003,HP:0032222",1,-9.705850601196289
RNF43,"HP:0032222,HP:0006767",1,-15.698671340942383
RNF43,HP:0032222,1,-8.794214248657227
RNF43,HP:0003003,4,-5.507348537445068
RNF43,HP:0032222,1,-8.794215202331543
RNF43,HP:0032222,1,-8.794214248657227
RNF43,HP:0032222,1,-8.794215202331543
RNU4ATAC,"HP:0001999,HP:0002269,HP:0000958,HP:0001511,HP:0034392,HP:0001373,HP:0000252,HP:0002652,HP:0008070",1,-37.528968811035156
RNU4ATAC,"HP:0010975,HP:0003468,HP:0000463,HP:0001156,HP:0004209,HP:0000964,HP:0002656,HP:0001263,HP:0001510,HP:0001252,HP:0000343,HP:0000252,HP:0000460,HP:0000556,HP:0010049,HP:0000954,HP:0000219",1,-45.40898132324219
RNU4ATAC,"HP:0001999,HP:0002269,HP:0000958,HP:0001511,HP:0034392,HP:0001373,HP:0000252,HP:0002652,HP:0008070",1,-37.528968811035156
RNU4ATAC,"HP:0012443,HP:0001627,HP:0000479,HP:0001156,HP:0004209,HP:0002721,HP:0001249,HP:0000252,HP:0011342,HP:0008883,HP:0002654",1,-43.09960174560547
RNU4ATAC,"HP:0001999,HP:0002269,HP:0000958,HP:0001511,HP:0034392,HP:0001373,HP:0000252,HP:0002652,HP:0008070",1,-37.528968811035156
RNU4ATAC,"HP:0010975,HP:0000463,HP:0001156,HP:0000964,HP:0002656,HP:0001510,HP:0000343,HP:0000252,HP:0000460,HP:0010049,HP:0000219",1,-37.25598907470703
RNU4ATAC,"HP:0000366,HP:0000387,HP:0001274,HP:0000463,HP:0007598,HP:0004325,HP:0001263,HP:0009890,HP:0000218,HP:0011084,HP:0001252,HP:0000343,HP:0011330,HP:0000252,HP:0000691,HP:0008551,HP:0001562,HP:0000448,HP:0000278,HP:0004322,HP:0001831,HP:0000237,HP:0004768,HP:0001772,HP:0001182,HP:0034414,HP:0000582",1,-83.00432586669922
RNU4ATAC,"HP:0003468,HP:0001156,HP:0000252,HP:0008883,HP:0002654",1,-24.438674926757812
RNU4ATAC,"HP:0000463,HP:0001156,HP:0004209,HP:0002656,HP:0001263,HP:0001510,HP:0001252,HP:0000252,HP:0000460,HP:0000556",1,-32.332176208496094
RNU4ATAC,"HP:0001156,HP:0200001,HP:0001263,HP:0000343,HP:0000252,HP:0002090,HP:0004322,HP:0000219,HP:0002119",1,-45.60427474975586
RNU4ATAC,"HP:0002079,HP:0001511,HP:0000252,HP:0002126",24,-22.103939056396484
RNU4ATAC,"HP:0010975,HP:0003468,HP:0000463,HP:0001156,HP:0004209,HP:0002656,HP:0001263,HP:0001510,HP:0001252,HP:0000343,HP:0000252,HP:0000460,HP:0000556,HP:0000407,HP:0010049,HP:0000219",1,-44.99076843261719
RNU4ATAC,"HP:0004209,HP:0002827,HP:0001249,HP:0001377,HP:0000252,HP:0011342,HP:0008883,HP:0002654,HP:0002828",1,-41.375919342041016
RNU4ATAC,"HP:0010975,HP:0003468,HP:0000463,HP:0001156,HP:0004209,HP:0000964,HP:0002656,HP:0001263,HP:0001510,HP:0001252,HP:0000343,HP:0000252,HP:0000460,HP:0010049,HP:0000954,HP:0000219",1,-43.25694274902344
RNU4ATAC,"HP:0001274,HP:0011968,HP:0002904,HP:0000822,HP:0001511,HP:0000252,HP:0002126,HP:0002757",1,-48.20216369628906
RNU4ATAC,"HP:0000479,HP:0001156,HP:0001263,HP:0002827,HP:0001249,HP:0001377,HP:0000252,HP:0002654,HP:0008846",1,-38.7015266418457
RNU4ATAC,"HP:0012443,HP:0001274,HP:0001631,HP:0000800,HP:0011968,HP:0000822,HP:0008846",2,-45.03071212768555
RNU4ATAC,"HP:0005930,HP:0100543,HP:0000252,HP:0000510,HP:0004322",2,-26.57485580444336
ROBO3,HP:0002650,1,-1.6869677305221558
ROBO3,"HP:0010993,HP:0012110,HP:0001252,HP:0001270,HP:0002650",1,-18.145750045776367
ROBO3,"HP:0010993,HP:0012110,HP:0002650",1,-12.886978149414062
ROBO3,HP:0002650,1,-1.6869677305221558
ROBO3,HP:0002650,1,-1.6869677305221558
ROBO3,"HP:0010993,HP:0012110,HP:0002650",1,-12.886978149414062
ROBO3,"HP:0010993,HP:0012110,HP:0002650",1,-12.886979103088379
ROBO3,HP:0002650,1,-1.6869677305221558
ROBO3,HP:0002650,1,-1.6869677305221558
ROBO3,"HP:0010993,HP:0012110,HP:0001252,HP:0002650,HP:0000473",1,-19.673179626464844
ROBO3,"HP:0010993,HP:0012110,HP:0002650",1,-12.886980056762695
ROCK2,"HP:0001999,HP:0001627,HP:0001631,HP:0000750,HP:0000519,HP:0031846,HP:0000126,HP:0002342,HP:0001382,HP:0001643,HP:0000926,HP:0004467,HP:0004322,HP:0001629",1,-37.70249557495117
ROCK2,"HP:0025576,HP:0001680,HP:0001651,HP:0002566,HP:0001696,HP:0001629",1,-15.668512344360352
ROCK2,HP:0001627,7,-1.7737728357315063
ROCK2,HP:0001710,7,-4.126033782958984
ROGDI,"HP:0000705,HP:0001263,HP:0001250,HP:0001257",1,-11.784125328063965
ROGDI,"HP:0002104,HP:0000961,HP:0011169,HP:0010818,HP:0001263,HP:0001250,HP:0006286",1,-24.367630004882812
ROGDI,"HP:0002104,HP:0011169,HP:0010818,HP:0001263,HP:0001250,HP:0006286",1,-20.251026153564453
ROGDI,"HP:0002069,HP:0006297",1,-11.244462966918945
ROGDI,"HP:0000678,HP:0006297,HP:0007359,HP:0006286",1,-17.14512062072754
ROGDI,"HP:0000682,HP:0007018,HP:0006297,HP:0001270,HP:0006286",1,-20.37377166748047
ROGDI,"HP:0002104,HP:0000961,HP:0007359,HP:0011169,HP:0010818,HP:0001263,HP:0001250",1,-20.43872833251953
RP2,"HP:0030466,HP:0030588",1,-11.211434364318848
RPE65,"HP:0000618,HP:0000662,HP:0410280,HP:0000546,HP:0000572",2,-17.721891403198242
RPE65,"HP:0030479,HP:0003593,HP:0007663,HP:0030474,HP:0000505",1,-24.111671447753906
RPE65,HP:0000546,5,-3.449972629547119
RPE65,HP:0000546,5,-3.44997239112854
RPE65,HP:0000546,5,-3.44997239112854
RPE65,"HP:0008047,HP:0007737,HP:0000662,HP:0000648,HP:0410280,HP:0000505",31,-19.98447036743164
RPE65,HP:0000546,5,-3.44997239112854
RPE65,"HP:0007843,HP:0000543,HP:0000580,HP:0001141,HP:0030506",4,-18.109331130981445
RPE65,HP:0000546,5,-3.449972629547119
RPE65,HP:0000546,5,-3.44997239112854
RPE65,HP:0000546,5,-3.44997239112854
RPE65,HP:0000546,5,-3.449971914291382
RPE65,HP:0000546,5,-3.449972629547119
RPE65,"HP:0008275,HP:0003581,HP:0200065,HP:0000580,HP:0007663,HP:0001141,HP:0030474",1,-25.69562339782715
RPE65,"HP:0000512,HP:0030602,HP:0003581,HP:0000533,HP:0008179,HP:0000662,HP:0007663,HP:0007722,HP:0000510",1,-38.13715744018555
RPE65,"HP:0007703,HP:0003581,HP:0000518,HP:0000533,HP:0030979,HP:0000662,HP:0200070,HP:0007994,HP:0007663,HP:0007722",1,-30.183372497558594
RPGR,HP:0000510,89,-8.756089210510254
RPGR,"HP:0000603,HP:0007401,HP:0003596,HP:0031624,HP:0000529,HP:0007663,HP:0007722",3,-42.962730407714844
RPGR,"HP:0030534,HP:0007737,HP:0000577,HP:0000662,HP:0007994,HP:0000613,HP:0007663,HP:0008043,HP:0001105,HP:0000573,HP:0000510,HP:0000550",1,-48.756263732910156
RPGR,"HP:0000618,HP:0007737,HP:0011463,HP:0001133,HP:0000365,HP:0000545,HP:0100582,HP:0000662,HP:0002837,HP:0410018,HP:0002783,HP:0011108,HP:0007663,HP:0000083",1,-49.31881332397461
RPGR,HP:0000510,89,-8.756089210510254
RPGR,"HP:0012260,HP:0012261,HP:0012864,HP:0012255,HP:0012263,HP:0002205",2,-36.092430114746094
RPGR,"HP:0001103,HP:0000533,HP:0000654,HP:0025159,HP:0025710,HP:0031624,HP:0007803,HP:0000662,HP:0500087,HP:0000613,HP:0007663,HP:0030844",1,-65.26126861572266
RPGR,"HP:0030602,HP:0007737,HP:0011504,HP:0000603,HP:0011463,HP:0008020,HP:0000545,HP:0000543,HP:0200070,HP:0000613,HP:0007663,HP:0008043,HP:0007814,HP:0012230,HP:0030465",1,-67.11560821533203
RPGR,HP:0000510,89,-8.756089210510254
RPGR,HP:0000510,89,-8.756089210510254
RPGR,"HP:0003581,HP:0000483,HP:0000654,HP:0025159,HP:0007803,HP:0000545,HP:0000662,HP:0000613,HP:0007663,HP:0007722,HP:0007814",1,-46.85025405883789
RPGR,"HP:0030534,HP:0008275,HP:0007737,HP:0000533,HP:0000551,HP:0025158,HP:0007754,HP:0000662,HP:0007994,HP:0000529,HP:0030474,HP:0001123",4,-53.07559585571289
RPGR,"HP:0012258,HP:0012264,HP:0012257,HP:0012256,HP:0006536,HP:0100750,HP:0002110,HP:0011463,HP:0011109,HP:0005101,HP:0012263,HP:0031353,HP:0002837",1,-61.9975471496582
RPGRIP1L,"HP:0002323,HP:0001408,HP:0410030,HP:0000568,HP:0002085,HP:0100259,HP:0000107",1,-40.00227355957031
RPGRIP1L,"HP:0000496,HP:0001251,HP:0002419,HP:0012758,HP:0000083",1,-19.655792236328125
RPGRIP1L,"HP:0000496,HP:0002419,HP:0012758,HP:0010442,HP:0000508",11,-20.049352645874023
RPGRIP1L,"HP:0002323,HP:0001408,HP:0006487,HP:0000568,HP:0002085,HP:0100259,HP:0000107",1,-36.30439376831055
RPGRIP1L,"HP:0001251,HP:0002857,HP:0001249,HP:0000090,HP:0000657,HP:0000508,HP:0003774",1,-29.553600311279297
RPGRIP1L,"HP:0001251,HP:0002419,HP:0000090,HP:0000639,HP:0000657,HP:0002650,HP:0003774",1,-31.972625732421875
RPGRIP1L,"HP:0002186,HP:0001251,HP:0001249,HP:0002419,HP:0000090,HP:0000508,HP:0002650,HP:0003774",1,-34.4781379699707
RPGRIP1L,"HP:0000496,HP:0001251,HP:0002419,HP:0012758",8,-14.959053993225098
RPL5,"HP:0000772,HP:0000175,HP:0001385,HP:0000347,HP:0001199",1,-20.797901153564453
RPL5,"HP:0001903,HP:0000175,HP:0030084,HP:0100512,HP:0012465,HP:0001510,HP:0001629",1,-35.478675842285156
RPL5,"HP:0410030,HP:0000175",11,-9.060561180114746
RPL5,"HP:0000419,HP:0001903,HP:0000463,HP:0000490,HP:0001822,HP:0002240,HP:0001882,HP:0000252,HP:0002000",1,-38.469810485839844
RPL5,"HP:0000175,HP:0012465,HP:0410151,HP:0002043,HP:0001510,HP:0002870,HP:0001199",1,-42.826045989990234
RPL5,"HP:0001511,HP:0004322,HP:0001245",1,-16.662155151367188
RPL5,"HP:0000337,HP:0020073,HP:0000343",83,-25.135671615600586
RPL5,"HP:0011273,HP:0000378,HP:0012133,HP:0001510,HP:0000316,HP:0000369,HP:0000445",1,-30.241586685180664
RPL5,"HP:0001511,HP:0004322,HP:0001245",1,-16.662155151367188
RPS19,"HP:0040064,HP:0025633,HP:0001903",160,-19.791826248168945
RPS19,HP:0001903,11,-3.867720365524292
RPS19,HP:0001903,11,-3.867720127105713
RPS19,"HP:0001903,HP:0000089,HP:0004322",1,-15.305695533752441
RPS19,"HP:0001903,HP:0004322",4,-7.641567707061768
RPS19,HP:0001903,11,-3.867720603942871
RPS19,"HP:0001903,HP:0009623,HP:0001199",1,-15.107673645019531
RPS19,HP:0001903,11,-3.86772084236145
RPS19,HP:0001903,11,-3.867720603942871
RPS20,HP:0006716,20,-9.032397270202637
RPS20,HP:0030420,66,-9.944219589233398
RPS20,HP:0006716,20,-9.032397270202637
RPS6KB1,HP:0001639,1,1.8248978853225708
RSPH1,"HP:0002110,HP:0002643,HP:0000388",9,-11.968557357788086
RSPH1,"HP:0002110,HP:0006510",2,-9.055266380310059
RSPH1,"HP:0002110,HP:0002643",6,-7.812387466430664
RSPH1,"HP:0002110,HP:0006510,HP:0002643",1,-11.251357078552246
RSPH1,"HP:0002110,HP:0033036,HP:0002643,HP:0000388,HP:0031245,HP:0002205",4,-20.326034545898438
RSPH1,"HP:0002110,HP:0002643",6,-7.812387466430664
RSPH3,"HP:0002110,HP:0002643",7,-7.892767429351807
RSPH3,HP:0002110,6,-3.9064815044403076
RSPH3,HP:0002110,6,-3.9064815044403076
RSPH3,"HP:0002110,HP:0006510,HP:0003251,HP:0002643",1,-14.446667671203613
RSPH3,"HP:0002110,HP:0008222,HP:0002643",1,-13.534987449645996
RSPH3,"HP:0002110,HP:0011109,HP:0003251,HP:0200117,HP:0012207",1,-19.95816993713379
RSPH4A,"HP:0002721,HP:0002205,HP:0040262,HP:0002110,HP:0004322",1,-20.19932746887207
RSPH4A,"HP:0002721,HP:0002205,HP:0040262,HP:0002110,HP:0004322",1,-20.19932746887207
RSPH4A,"HP:0012387,HP:0000388,HP:0002205",1,-6.9084038734436035
RSPH4A,"HP:0012387,HP:0000388,HP:0002205",1,-6.9084038734436035
RSPH4A,"HP:0002110,HP:0002643,HP:0000388,HP:0000246",3,-12.329553604125977
RSPH4A,"HP:0002110,HP:0002643,HP:0000388,HP:0000246",3,-12.329553604125977
RSPH4A,"HP:0002110,HP:0002643,HP:0000388,HP:0000246",3,-12.329553604125977
RSPH4A,"HP:0002110,HP:0002643,HP:0000388,HP:0000246",3,-12.32955551147461
RSPH4A,"HP:0002110,HP:0012387,HP:0002643,HP:0000388,HP:0002205",1,-12.286745071411133
RSPH4A,"HP:0012387,HP:0000388,HP:0002205",1,-6.9084038734436035
RSPH4A,"HP:0002721,HP:0002205,HP:0040262,HP:0002110,HP:0004322",1,-20.19932746887207
RSPH4A,"HP:0012387,HP:0000388,HP:0002205",1,-6.9084038734436035
RSPH4A,"HP:0012387,HP:0000388,HP:0002205",1,-6.9084038734436035
RSPH4A,"HP:0012387,HP:0000388,HP:0002205",1,-6.9084038734436035
RSPH4A,"HP:0002110,HP:0000388,HP:0002205,HP:0031417,HP:0000246",2,-17.760141372680664
RSPH4A,"HP:0002643,HP:0000388,HP:0000246",3,-10.516881942749023
RSPH4A,"HP:0012387,HP:0000388,HP:0002205",1,-6.9084038734436035
RSPH4A,"HP:0002721,HP:0002205,HP:0040262,HP:0002110,HP:0004322",1,-20.19932746887207
RSPH4A,"HP:0002110,HP:0002643",5,-7.777156352996826
RSPH4A,"HP:0002110,HP:0002643,HP:0000388,HP:0000246",3,-12.32955551147461
